Rank_QS,Previous_Rank,Name,Region,Size,Focus,Research,Status,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized,Global_Ranking_Score,Research_Impact_Score,Faculty_to_Student_Ratio,International_Student_Percentage,Academic_Reputation_Score,Research_Productivity_Index
951-1000,851-900,North-West University,Africa,XL,CO,VH,Public,701,14.9,701,801,24.9,641,9.2,801,3.1,801.0,7.7,801.0,94.6,89.0,24.8,643,60.4,499.0,,898.0,41784.0,24.1,0.02,2.65,37.2,22.3,18.8,63.8,45.1,56.4,2026.0,South Africa,975.5,898.0,,50.52,7.0,2.0,8.4,41.3
951-1000,851-900,Okayama University,Asia,L,FC,VH,Public,701,5.1,701,248,14.7,801,8.3,801,11.6,801.0,17.0,801.0,41.7,801.0,3.4,801,58.3,539.0,,1025.0,13057.0,10.3,0.09,0.67,35.03,34.5,23.1,39.2,87.1,38.8,2026.0,Japan,975.5,1025.0,,29.68,67.5,9.0,11.5,31.15
951-1000,951-1000,Sophia University,Asia,L,CO,HI,Private not for Profit,657,27.2,505,720,2.5,801,41.0,489,20.3,726.0,26.4,666.0,9.1,801.0,21.3,702,48.7,737.0,,1930.0,13016.0,12.2,0.12,2.53,19.12,22.5,11.1,13.9,33.6,50.0,2026.0,Japan,975.5,1930.0,,9.15,25.9,12.0,18.7,12.5
951-1000,901-950,Universidad Nacional Mayor de San Marcos,Americas,XL,FC,HI,Public,429,28.4,492,801,1.7,801,20.1,,19.4,,21.7,,32.9,801.0,53.0,321,24.3,801.0,,2058.0,42959.0,13.3,0.01,1.87,16.5,20.6,10.6,13.8,16.6,34.0,2026.0,Peru,975.5,2058.0,,14.75,11.0,1.0,28.9,12.2
951-1000,951-1000,University of Bahrain,Asia,L,CO,HI,Public,701,15.1,701,801,5.0,801,94.1,191,10.5,801.0,14.0,801.0,38.7,801.0,55.5,299,28.9,801.0,,1185.0,22268.0,25.2,0.06,3.06,32.3,14.0,15.2,60.8,21.4,62.2,2026.0,Bahrain,975.5,1185.0,,29.92,8.1,6.0,14.3,38.0
951-1000,951-1000,University of Lahore,Asia,L,CO,VH,Private not for Profit,685,23.4,574,801,8.5,801,8.0,801,6.0,801.0,9.7,801.0,76.4,415.0,3.4,801,62.2,454.0,,792.0,21224.0,14.0,0.04,0.64,39.3,19.8,13.0,81.8,21.4,57.2,2026.0,Pakistan,975.5,792.0,,44.92,14.3,4.0,17.8,47.4
951-1000,951-1000,University of the Western Cape,Africa,L,CO,VH,Public,701,6.4,701,801,23.9,656,30.3,583,5.5,801.0,10.5,801.0,84.4,267.0,28.1,592,35.7,801.0,,753.0,24431.0,34.2,0.04,2.65,40.06,22.9,24.8,68.3,24.4,62.0,2026.0,South Africa,975.5,753.0,,50.35,6.1,4.0,12.0,46.55
1001-1200,1201-1400,Alexandru Ioan Cuza University,Europe,L,CO,HI,Public,701,20.6,641,801,5.8,801,4.6,801,17.0,779.0,21.4,742.0,49.1,801.0,23.1,668,48.7,737.0,,1736.0,24352.0,16.9,0.09,2.57,23.53,22.5,12.2,29.2,41.1,39.3,2026.0,Romania,1100.5,1736.0,,24.08,7.8,9.0,11.7,20.7
1001-1200,1001-1200,An-Najah National University,Asia,L,FC,MD,Public,701,14.5,701,801,4.3,801,49.8,441,47.4,426.0,43.8,475.0,39.0,801.0,11.3,801,47.1,785.0,,914.0,25887.0,27.0,0.12,2.65,36.96,24.7,13.0,66.9,26.0,63.9,2026.0,Palestine,1100.5,914.0,,30.8,11.5,12.0,13.5,39.95
1001-1200,1001-1200,"Arab Academy for Science, Technology and Maritime Transport",Africa,L,FO,VH,Public,701,12.4,701,441,2.4,801,9.2,801,34.9,542.0,33.6,569.0,27.0,801.0,16.8,789,29.7,801.0,,1020.0,32274.0,10.6,0.14,2.04,35.1,35.1,20.6,44.3,28.6,57.8,2026.0,Egypt,1100.5,1020.0,,23.58,44.7,14.0,7.5,32.45
1001-1200,1001-1200,Assiut University,Africa,XL,FC,HI,Public,701,15.1,701,801,4.0,801,21.1,697,7.2,801.0,10.6,801.0,66.5,596.0,3.0,801,53.3,636.0,,1300.0,86744.0,13.2,0.05,2.16,30.4,23.6,12.4,48.3,25.3,57.9,2026.0,Egypt,1100.5,1300.0,,32.8,20.7,5.0,16.3,30.35
1001-1200,1001-1200,Banaras Hindu University,Asia,L,FC,VH,Public,648,10.6,701,801,18.8,737,1.5,801,3.0,801.0,7.2,801.0,59.3,704.0,15.6,801,44.5,801.0,,605.0,12447.0,7.9,0.04,2.08,43.59,49.9,18.0,67.8,31.0,27.6,2026.0,India,1100.5,605.0,,40.97,14.4,4.0,18.9,42.9
1001-1200,1001-1200,Birmingham City University,Europe,XL,FO,HI,Public,701,8.0,701,801,6.5,801,54.9,412,65.5,304.0,68.8,278.0,44.5,801.0,12.1,801,37.9,801.0,,952.0,27055.0,18.5,0.31,2.61,36.3,17.9,13.4,65.5,25.2,86.3,2026.0,United Kingdom,1100.5,952.0,,32.48,8.7,31.0,8.2,39.45
1001-1200,1001-1200,Chung Yuan Christian University,Asia,L,CO,HI,Public,701,9.2,701,801,25.2,637,5.3,801,11.8,801.0,14.9,801.0,17.3,801.0,28.6,585,46.7,799.0,,1364.0,14676.0,30.2,0.08,2.0,29.27,18.9,24.2,36.4,64.9,42.2,2026.0,Taiwan,1100.5,1364.0,,25.78,6.9,8.0,9.9,30.3
1001-1200,951-1000,Financial University under the Government of the Russian Federation,Europe,L,FO,VH,Public,701,17.4,701,450,2.7,801,6.7,801,39.2,500.0,44.7,467.0,37.6,801.0,57.5,291,43.8,801.0,,1198.0,16514.0,13.7,0.13,2.4,32.15,30.0,21.1,42.5,35.2,40.3,2026.0,Russian Federation,1100.5,1198.0,,25.98,44.1,13.0,4.9,31.8
1001-1200,901-950,Georgian Technical University,Asia,L,FO,HI,Public,701,7.1,701,801,54.4,336,20.1,,19.4,,21.7,,7.8,801.0,29.3,562,3.0,801.0,,1924.0,17297.0,13.8,0.03,0.32,19.36,29.8,9.0,14.5,17.0,39.1,2026.0,Georgia,1100.5,1924.0,,21.42,1.0,3.0,7.1,11.75
1001-1200,1001-1200,Gifu University,Asia,M,FO,VH,Public,701,4.5,701,308,14.3,801,7.1,801,6.2,801.0,10.2,801.0,23.4,801.0,1.8,801,44.1,801.0,,1366.0,7064.0,15.3,0.04,0.61,29.21,27.7,23.9,30.0,68.9,31.3,2026.0,Japan,1100.5,1366.0,,22.9,58.9,4.0,6.4,26.95
1001-1200,1001-1200,Glasgow Caledonian University,Europe,L,FO,VH,Public,701,9.5,701,801,11.2,801,45.5,465,77.3,242.0,79.4,212.0,40.3,801.0,8.5,801,56.7,562.0,,913.0,17335.0,25.9,0.3,2.4,36.98,17.8,15.2,63.7,48.7,83.5,2026.0,United Kingdom,1100.5,913.0,,32.6,6.3,30.0,7.2,39.45
1001-1200,1001-1200,Leeds Beckett University,Europe,L,CO,HI,Public,701,10.3,701,801,13.5,801,46.9,453,45.2,447.0,50.3,412.0,36.6,801.0,10.8,801,61.7,464.0,,822.0,19825.0,17.0,0.23,2.28,38.57,19.2,15.9,69.2,48.0,74.9,2026.0,United Kingdom,1100.5,822.0,,33.8,5.2,23.0,5.1,42.55
1001-1200,1001-1200,Lobachevsky State University of Nizhni Novgorod,Europe,L,FO,VH,Public,701,8.2,701,372,3.5,801,2.6,801,37.0,526.0,42.6,487.0,18.0,801.0,3.9,801,38.2,801.0,,1825.0,20444.0,10.5,0.13,2.16,21.55,31.5,13.9,13.8,35.3,35.7,2026.0,Russian Federation,1100.5,1825.0,,12.3,50.9,13.0,10.0,13.85
1001-1200,1001-1200,Lodz University of Technology,Europe,M,SP,VH,Public,701,7.3,701,306,16.0,784,4.1,801,8.3,801.0,12.4,801.0,49.2,801.0,4.1,801,40.3,801.0,,1589.0,10476.0,11.7,0.06,0.61,25.72,25.9,15.8,28.5,61.8,33.0,2026.0,Poland,1100.5,1589.0,,27.38,59.0,6.0,6.0,22.15
1001-1200,1001-1200,London Metropolitan University,Europe,L,CO,MD,Public,701,7.3,701,801,7.0,801,68.5,340,97.6,95.0,97.7,84.0,22.4,801.0,20.8,713,20.9,801.0,,752.0,12395.0,28.2,0.64,2.69,40.11,16.6,14.4,76.6,30.2,91.3,2026.0,United Kingdom,1100.5,752.0,,30.1,4.7,64.0,5.9,45.5
1001-1200,901-950,Makerere University,Africa,XL,FC,HI,Public,701,5.3,701,801,6.5,801,8.3,801,13.6,801.0,10.3,801.0,65.3,617.0,98.3,38,42.0,801.0,,923.0,25506.0,19.3,0.04,1.83,36.86,21.5,26.6,54.2,32.8,69.7,2026.0,Uganda,1100.5,923.0,,38.15,5.8,4.0,13.4,40.4
1001-1200,951-1000,Mansoura University,Africa,XL,FC,VH,Public,653,15.8,701,801,5.0,801,9.9,801,21.2,706.0,24.5,695.0,81.9,315.0,12.6,801,55.5,591.0,,892.0,165971.0,19.0,0.14,2.32,37.31,20.2,11.9,69.4,32.9,76.8,2026.0,Egypt,1100.5,892.0,,42.05,5.2,14.0,18.8,40.65
1001-1200,1001-1200,Mustansiriyah University,Asia,XL,FC,HI,Public,701,23.5,572,269,1.8,801,43.6,474,6.3,801.0,5.0,801.0,19.2,801.0,10.4,801,26.5,801.0,,1892.0,32844.0,8.5,0.01,2.32,20.25,26.8,9.8,19.8,23.9,34.7,2026.0,Iraq,1100.5,1892.0,,12.65,64.9,1.0,8.3,14.8
1001-1200,1001-1200,Mutah University,Asia,L,FC,MD,Public,701,21.8,608,801,3.4,801,15.7,788,32.9,560.0,32.2,587.0,28.0,801.0,10.1,801,33.2,801.0,,1440.0,15579.0,21.6,0.13,2.24,28.23,25.4,13.7,39.2,18.0,57.1,2026.0,Jordan,1100.5,1440.0,,21.08,12.1,13.0,15.6,26.45
1001-1200,951-1000,Niigata University,Asia,L,FC,HI,Public,701,5.1,701,110,6.7,801,6.6,801,6.1,801.0,10.6,801.0,23.1,801.0,7.2,801,43.0,801.0,,1304.0,11826.0,7.1,0.03,0.59,30.38,31.2,15.7,40.9,54.3,29.1,2026.0,Japan,1100.5,1304.0,,21.6,88.7,3.0,6.6,28.3
1001-1200,1201-1400,Obuda University,Europe,M,FO,VH,Public,701,8.9,701,801,19.6,721,34.7,538,13.3,801.0,19.3,774.0,44.5,801.0,5.1,801,42.4,801.0,,722.0,8068.0,26.6,0.07,0.89,40.68,17.4,30.9,72.8,27.2,48.8,2026.0,Hungary,1100.5,722.0,,41.95,3.9,7.0,7.9,51.85
1001-1200,1001-1200,Poznan University of Technology,Europe,L,FO,VH,Public,701,13.1,701,510,12.8,801,3.4,801,10.7,801.0,15.5,801.0,47.8,801.0,7.4,801,27.6,801.0,,1551.0,13680.0,11.0,0.08,0.45,26.3,25.7,14.0,34.7,47.7,31.2,2026.0,Poland,1100.5,1551.0,,27.32,39.8,8.0,10.9,24.35
1001-1200,1001-1200,Sheffield Hallam University,Europe,XL,CO,HI,Public,701,13.4,701,801,7.1,801,42.6,480,42.7,469.0,48.0,434.0,60.6,682.0,12.3,801,40.6,801.0,,976.0,29535.0,19.0,0.23,2.32,35.94,18.0,14.1,65.5,34.9,73.2,2026.0,United Kingdom,1100.5,976.0,,36.83,10.9,23.0,9.8,39.8
1001-1200,1001-1200,Siberian Federal University,Europe,M,CO,VH,Public,701,9.9,701,634,7.9,801,56.8,406,46.0,438.0,47.4,437.0,37.7,801.0,10.3,801,44.4,801.0,,986.0,8610.0,19.0,0.13,2.0,35.75,34.2,26.9,36.6,61.1,59.1,2026.0,Russian Federation,1100.5,986.0,,27.28,29.9,13.0,7.8,31.75
1001-1200,1001-1200,Slovak University of Technology in Bratislava,Europe,M,FO,VH,Public,701,10.6,701,396,7.7,801,4.8,801,29.1,602.0,21.8,732.0,54.2,779.0,17.9,762,28.1,801.0,,1631.0,10809.0,12.9,0.19,0.49,25.27,28.7,14.5,24.7,45.4,45.0,2026.0,Slovakia,1100.5,1631.0,,25.28,48.9,19.0,10.8,19.6
1001-1200,951-1000,Southern Federal University,Europe,L,CO,VH,Public,701,7.5,701,266,3.5,801,4.9,801,42.3,470.0,47.6,435.0,43.6,801.0,3.7,801,31.4,801.0,,1688.0,18741.0,12.8,0.15,2.4,24.25,23.8,16.3,24.6,38.7,47.6,2026.0,Russian Federation,1100.5,1688.0,,22.0,65.4,15.0,7.0,20.45
1001-1200,1001-1200,Sumy State University,Europe,M,FC,HI,Public,701,11.0,701,418,5.2,801,3.9,801,29.1,603.0,29.5,620.0,35.5,801.0,4.5,801,48.2,751.0,,1188.0,7608.0,13.1,0.07,0.64,32.25,20.6,16.4,56.1,21.6,49.7,2026.0,Ukraine,1100.5,1188.0,,28.3,47.1,7.0,6.3,36.25
1001-1200,1001-1200,The Hashemite University,Asia,L,FC,HI,Public,701,23.7,566,801,7.8,801,9.9,801,18.4,756.0,13.9,801.0,45.1,801.0,5.1,801,45.4,801.0,,1164.0,21051.0,23.5,0.13,2.69,32.66,14.0,16.1,59.7,34.7,60.9,2026.0,Jordan,1100.5,1164.0,,32.18,5.5,13.0,15.6,37.9
1001-1200,1001-1200,Tokyo Metropolitan University,Asia,M,CO,VH,Public,701,8.2,701,483,14.8,801,9.7,801,8.0,801.0,11.6,801.0,39.5,801.0,4.9,801,26.4,801.0,,1520.0,8789.0,10.7,0.05,0.64,27.02,29.7,16.2,29.8,52.8,33.5,2026.0,Japan,1100.5,1520.0,,25.08,41.9,5.0,17.5,23.0
1001-1200,1001-1200,Universidad del Valle,Americas,XL,FC,MD,Public,529,9.7,701,801,2.8,801,3.3,801,2.2,801.0,6.6,801.0,24.7,801.0,28.8,580,34.9,801.0,,1992.0,33529.0,8.1,0.01,2.12,17.97,24.9,9.4,13.5,21.1,40.1,2026.0,Colombia,1100.5,1992.0,,12.6,11.1,1.0,24.1,11.45
1001-1200,1001-1200,Universidad Peruana Cayetano Heredia,Americas,M,FO,VH,Private not for Profit,701,12.1,701,305,3.6,801,1.6,801,1.8,801.0,1.6,801.0,23.9,801.0,4.6,801,53.2,641.0,,1079.0,8598.0,15.1,0.01,2.81,34.06,20.2,16.1,61.2,33.7,49.7,2026.0,Peru,1100.5,1079.0,,26.2,59.1,1.0,15.2,38.65
1001-1200,1201-1400,Universitas Sumatera Utara,Asia,XL,FC,HI,Public,701,13.4,701,532,1.8,801,14.1,801,2.6,801.0,7.0,801.0,28.6,801.0,7.4,801,46.0,801.0,,1881.0,40855.0,18.1,0.02,2.32,20.48,17.8,11.3,27.6,21.2,37.7,2026.0,Indonesia,1100.5,1881.0,,17.33,38.0,2.0,14.4,19.45
1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),Asia,M,FC,HI,Public,612,14.4,701,801,6.8,801,43.9,472,19.7,732.0,23.0,719.0,35.9,801.0,5.0,801,42.6,801.0,,1193.0,11981.0,15.5,0.14,2.94,32.2,31.4,22.1,29.7,77.7,60.2,2026.0,Malaysia,1100.5,1193.0,,23.62,17.3,14.0,20.1,25.9
1001-1200,,University of Anbar,Asia,L,CO,HI,Public,507,15.4,701,695,3.0,801,3.5,801,1.8,801.0,6.3,801.0,25.9,801.0,5.6,801,31.7,801.0,,1298.0,27797.0,11.1,0.01,2.4,30.42,25.0,11.1,53.2,36.6,32.0,2026.0,Iraq,1100.5,1298.0,,23.3,27.2,1.0,25.3,32.15
1001-1200,951-1000,University of Colombo,Asia,L,CO,HI,Public,701,20.9,626,801,6.1,801,1.2,801,1.5,801.0,5.9,801.0,20.7,801.0,76.0,176,61.1,477.0,,1008.0,35859.0,32.1,0.01,2.57,35.34,26.0,11.7,67.1,27.4,40.7,2026.0,Sri Lanka,1100.5,1008.0,,26.4,3.3,1.0,15.1,39.4
1001-1200,1001-1200,University of Deusto,Europe,M,FO,VH,Public,701,29.8,477,801,14.3,801,8.8,801,29.9,592.0,35.8,539.0,29.1,801.0,52.2,324,31.6,801.0,,1213.0,10138.0,18.7,0.11,2.36,31.92,20.7,20.6,49.3,39.9,46.0,2026.0,Spain,1100.5,1213.0,,28.33,7.4,11.0,8.9,34.95
1001-1200,901-950,University of East London,Europe,L,FO,HI,Public,701,6.5,701,801,9.5,801,83.3,268,99.8,46.0,99.8,35.0,34.5,801.0,14.1,801,29.5,801.0,,1076.0,18135.0,28.6,0.57,2.08,34.1,23.6,15.3,49.5,32.2,87.5,2026.0,United Kingdom,1100.5,1076.0,,27.2,2.6,57.0,3.9,32.4
1001-1200,1001-1200,University of Ibadan,Africa,XL,CO,VH,Public,701,16.6,701,801,7.3,801,20.1,,19.4,,21.7,,64.8,624.0,76.2,175,41.9,801.0,,942.0,36851.0,17.6,0.0,2.12,36.47,29.6,15.6,63.5,22.1,43.8,2026.0,Nigeria,1100.5,942.0,,37.8,6.4,0.0,11.6,39.55
1001-1200,1001-1200,University of Ioannina,Europe,XL,FC,HI,Public,701,5.6,701,801,32.0,562,2.0,801,7.5,801.0,11.9,801.0,55.7,757.0,3.6,801,36.5,801.0,,1335.0,33322.0,38.1,0.03,2.28,29.76,16.9,15.7,50.5,52.8,39.5,2026.0,Greece,1100.5,1335.0,,38.48,1.9,3.0,9.4,33.1
1001-1200,1001-1200,University of Karachi,Asia,XL,CO,HI,Public,701,19.2,676,801,10.4,801,4.7,801,1.2,801.0,1.1,801.0,48.4,801.0,51.2,332,31.3,801.0,,1840.0,47940.0,39.8,0.0,2.61,21.3,16.2,11.1,28.8,28.2,47.1,2026.0,Pakistan,1100.5,1840.0,,24.67,2.0,0.0,14.5,19.95
1001-1200,1001-1200,University of Lagos,Africa,XL,CO,HI,Public,701,16.5,701,801,5.2,801,20.1,,19.4,,21.7,,45.9,801.0,90.4,103,36.6,801.0,,973.0,36484.0,22.4,0.0,2.16,35.99,18.4,20.1,66.7,32.6,45.6,2026.0,Nigeria,1100.5,973.0,,34.48,2.5,0.0,9.4,43.4
1001-1200,901-950,University of Murcia,Europe,L,FC,VH,Public,701,5.4,701,735,14.9,801,20.1,,7.0,801.0,12.2,801.0,77.9,385.0,4.9,801,64.4,413.0,,1045.0,26754.0,15.2,0.05,2.65,34.68,25.6,19.4,55.2,55.1,36.5,2026.0,Spain,1100.5,1045.0,,41.85,24.9,5.0,15.3,37.3
1001-1200,901-950,University of Nairobi,Africa,XL,FC,HI,Public,701,13.7,701,723,2.6,801,20.1,,19.4,,21.7,,48.7,801.0,95.6,72,39.1,801.0,,1578.0,52216.0,23.3,0.02,1.91,25.87,15.9,16.1,39.7,22.5,49.4,2026.0,Kenya,1100.5,1578.0,,26.78,25.7,2.0,12.8,27.9
1001-1200,951-1000,University of Parma,Europe,XL,FC,HI,Public,701,5.8,701,801,33.0,551,5.2,801,16.8,784.0,22.9,722.0,63.0,651.0,12.5,801,37.0,801.0,,769.0,31624.0,31.5,0.09,2.49,39.66,20.9,23.9,70.1,64.8,39.2,2026.0,Italy,1100.5,769.0,,47.5,4.5,9.0,13.6,47.0
1001-1200,951-1000,University of Regina,Americas,L,CO,HI,Public,701,2.9,701,801,34.3,532,4.0,801,51.2,400.0,54.5,376.0,48.5,801.0,6.4,801,64.2,417.0,,930.0,14331.0,22.9,0.34,2.53,36.74,18.4,20.9,61.9,43.8,65.7,2026.0,Canada,1100.5,930.0,,41.4,5.7,34.0,4.7,41.4
1001-1200,1001-1200,University of Salento,Europe,L,CO,VH,Public,701,1.9,701,801,41.5,454,1.5,801,4.5,801.0,9.5,801.0,71.9,501.0,3.4,801,31.9,801.0,,883.0,14502.0,23.5,0.03,2.61,37.55,27.2,21.4,61.4,55.8,35.6,2026.0,Italy,1100.5,883.0,,49.05,8.2,3.0,6.8,41.4
1001-1200,1001-1200,University of Tabuk,Asia,L,FC,HI,Public,701,3.5,701,693,6.7,801,93.7,197,5.5,801.0,9.9,801.0,42.7,801.0,2.8,801,34.7,801.0,,780.0,20099.0,10.3,0.03,1.75,39.55,25.1,14.5,70.3,30.1,75.3,2026.0,Saudi Arabia,1100.5,780.0,,33.55,27.3,3.0,8.8,42.4
1001-1200,1001-1200,University of the Free State,Africa,L,FO,VH,Public,701,12.1,701,801,13.8,801,20.1,,8.3,801.0,6.4,801.0,93.7,107.0,18.4,751,41.7,801.0,,1171.0,31599.0,30.9,0.02,2.69,32.6,23.1,20.0,49.6,30.6,51.7,2026.0,South Africa,1100.5,1171.0,,44.28,4.9,2.0,7.2,34.8
1001-1200,1001-1200,University of Warmia and Mazury in Olsztyn,Europe,L,FC,HI,Public,701,14.5,701,478,7.7,801,2.6,801,4.6,801.0,9.0,801.0,42.6,801.0,4.0,801,43.7,801.0,,1618.0,15830.0,16.8,0.03,2.57,25.38,18.2,15.6,41.9,26.7,24.6,2026.0,Poland,1100.5,1618.0,,26.95,42.0,3.0,10.8,28.75
1001-1200,1001-1200,University of Wolverhampton,Europe,L,CO,HI,Public,701,3.7,701,801,14.9,801,40.8,493,78.9,228.0,80.9,198.0,55.7,756.0,5.9,801,31.0,801.0,,965.0,13835.0,17.9,0.28,2.69,36.1,20.3,15.6,59.3,47.3,78.8,2026.0,United Kingdom,1100.5,965.0,,36.38,14.0,28.0,3.1,37.45
1001-1200,901-950,Yerevan State University,Asia,M,CO,HI,Public,701,6.0,701,271,1.9,801,8.7,801,3.0,801.0,7.2,801.0,21.2,801.0,90.0,106,13.3,801.0,,1999.0,14333.0,7.2,0.03,2.24,17.86,25.4,9.1,12.4,22.3,41.6,2026.0,Armenia,1100.5,1999.0,,11.15,64.8,3.0,8.7,10.75
1001-1200,901-950,Yokohama City University,Asia,M,FO,VH,Public,701,3.7,701,64,19.0,730,7.2,801,6.0,801.0,10.0,801.0,15.0,801.0,3.5,801,14.5,801.0,,1036.0,5142.0,5.4,0.03,2.32,34.82,28.2,10.8,62.0,65.0,28.9,2026.0,Japan,1100.5,1036.0,,26.7,96.7,3.0,3.3,36.4
1001-1200,1001-1200,Yokohama National University,Asia,M,CO,VH,Public,701,24.5,548,777,11.3,801,17.2,762,12.5,801.0,18.2,792.0,28.1,801.0,22.5,684,41.2,801.0,,1499.0,9459.0,13.2,0.08,0.39,27.27,28.3,21.9,22.1,82.3,35.3,2026.0,Japan,1100.5,1499.0,,20.85,22.9,8.0,11.6,22.0
1001-1200,1201-1400,Yuan Ze University,Asia,M,CO,VH,Private for Profit,701,9.7,701,801,19.7,716,22.2,684,23.0,689.0,25.9,671.0,38.9,801.0,2.1,801,42.9,801.0,,744.0,6717.0,20.4,0.11,1.83,40.26,19.7,27.3,62.5,79.8,61.2,2026.0,Taiwan,1100.5,744.0,,37.1,13.7,11.0,8.6,44.9
1201-1400,1201-1400,Al-Balqa Applied University,Asia,L,FC,HI,Public,701,15.4,701,801,5.8,801,15.2,801,5.2,801.0,9.2,801.0,46.0,801.0,5.5,801,41.8,801.0,,1140.0,24503.0,23.7,0.03,2.45,33.03,13.4,16.9,64.7,30.3,47.4,2026.0,Jordan,1300.5,1140.0,,33.35,6.0,3.0,10.2,40.8
1201-1400,1201-1400,Bahauddin Zakariya University,Asia,L,CO,VH,Public,701,7.8,701,801,30.3,584,20.1,,1.0,801.0,1.0,801.0,50.8,801.0,8.3,801,25.7,801.0,,784.0,19120.0,19.5,0.0,0.67,39.46,23.7,18.1,75.0,25.2,49.5,2026.0,Pakistan,1300.5,784.0,,43.55,4.1,0.0,8.5,46.55
1201-1400,,Beni-Suef University,Africa,XL,FC,HI,Public,701,4.1,701,801,11.1,801,13.7,801,1.6,801.0,6.0,801.0,51.5,801.0,2.8,801,39.8,801.0,,1096.0,82628.0,44.9,0.01,2.04,33.79,25.8,11.3,59.4,22.8,55.6,2026.0,Egypt,1300.5,1096.0,,33.33,2.1,1.0,8.7,35.35
1201-1400,1001-1200,BRAC University,Asia,L,CO,HI,Private not for Profit,701,33.4,429,801,3.6,801,1.7,801,1.8,801.0,6.2,801.0,30.4,801.0,4.5,801,30.0,801.0,,1062.0,17235.0,21.2,0.01,1.91,34.41,13.6,13.4,74.9,19.9,43.3,2026.0,Bangladesh,1300.5,1062.0,,30.58,11.6,1.0,14.9,44.15
1201-1400,1201-1400,Brock University,Americas,L,CO,HI,Public,701,10.9,701,801,16.6,772,4.2,801,27.5,621.0,33.5,570.0,29.2,801.0,6.7,801,41.5,801.0,,1317.0,21118.0,22.0,0.19,2.4,30.06,15.0,18.4,48.0,42.1,56.2,2026.0,Canada,1300.5,1317.0,,28.05,4.7,19.0,6.7,33.2
1201-1400,1001-1200,Canterbury Christ Church University,Europe,XL,CO,MD,Public,701,4.7,701,801,6.8,801,41.5,487,60.4,340.0,64.2,309.0,21.9,801.0,2.2,801,21.7,801.0,,1353.0,23395.0,38.4,0.55,2.4,29.43,18.0,13.5,46.3,19.0,74.1,2026.0,United Kingdom,1300.5,1353.0,,22.12,5.3,55.0,6.8,29.9
1201-1400,1201-1400,Chitkara University,Asia,L,CO,VH,Private not for Profit,701,10.9,701,801,5.4,801,13.1,801,5.4,801.0,9.1,801.0,44.0,801.0,1.7,801,47.4,776.0,,717.0,18269.0,13.8,0.03,1.87,40.81,21.1,14.7,91.0,22.7,28.2,2026.0,India,1300.5,717.0,,38.78,18.2,3.0,10.0,52.85
1201-1400,1201-1400,Doshisha University,Asia,L,CO,HI,Private not for Profit,701,16.2,701,801,2.5,801,22.1,685,6.3,801.0,11.6,801.0,18.7,801.0,26.3,620,22.1,801.0,,2069.0,26715.0,18.1,0.04,1.79,16.26,18.1,11.1,12.4,35.5,34.1,2026.0,Japan,1300.5,2069.0,,11.18,7.0,4.0,11.1,11.75
1201-1400,1201-1400,Feng Chia University,Asia,L,FO,VH,Private for Profit,701,11.8,701,801,11.7,801,5.6,801,6.8,801.0,11.0,801.0,10.1,801.0,21.0,707,53.9,624.0,,1760.0,20114.0,23.0,0.06,1.75,23.02,16.9,18.2,24.2,70.7,35.6,2026.0,Taiwan,1300.5,1760.0,,16.05,6.4,6.0,12.3,21.2
1201-1400,1201-1400,Fu Jen Catholic University,Asia,L,FC,HI,Private not for Profit,701,10.8,701,801,14.9,801,13.2,801,8.1,801.0,12.5,801.0,9.3,801.0,35.8,479,44.5,801.0,,1394.0,19288.0,25.9,0.05,2.49,28.68,23.1,27.6,28.5,76.6,30.0,2026.0,Taiwan,1300.5,1394.0,,20.08,4.5,5.0,10.6,28.05
1201-1400,,Galgotias University,Asia,L,CO,HI,Private not for Profit,701,4.6,701,553,3.2,801,21.1,696,15.0,801.0,18.1,793.0,16.9,801.0,3.3,801,48.7,,,1234.0,18462.0,14.8,0.03,0.56,31.61,21.3,10.9,64.2,19.5,28.3,2026.0,India,1300.5,1234.0,,23.8,36.2,3.0,16.6,37.55
1201-1400,1001-1200,Gunma University,Asia,M,FO,VH,Public,701,2.8,701,104,9.0,801,5.5,801,5.2,801.0,8.6,801.0,10.5,801.0,1.8,801,15.4,801.0,,1699.0,6155.0,7.4,0.05,0.64,24.08,27.9,13.4,24.2,66.3,27.4,2026.0,Japan,1300.5,1699.0,,14.27,89.8,5.0,3.8,18.8
