Rank_QS,Previous_Rank,Name,Country/Territory,Region,Size,Focus,Research,Status,Academic_Reputation_Score,Academic Reputation  RANK,Employer_Reputation_Score,Employer_Reputation_Rank,Faculty_Student_Ratio_Score,Faculty_Student_Ratio_Rank,Citations_per_Faculty_Score,Citations_per_Faculty_Rank,International Faculty  SCORE,International Faculty  RANK,International_Student_Score,International student  RANK,International_Students_Diversity_Score,International_Students_Diversity_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,QS_Overall_Score,Rank_THE,Country,Student_Population,Students_to_Staff_Ratio,International_Students,Female_to_Male_Ratio,THE_Overall_Score,Teaching,Research_Environment,Research_Quality,Industry_Impact,International_Outlook,Year,Country,QS_Rank_Normalized,THE_Rank_Normalized
951-1000,801-850,Immanuel Kant Baltic Federal University,Russian Federation,Europe,M,CO,VH,Public,7.7,701,4.7,701,86.3,124,3.1,801,28.1,607,53.2,386.0,51.0,407.0,34.5,801.0,1.9,801,32.1,801,-,1363.0,Russian Federation,6711.0,16.3,0.19,"2 days, 10:42:00",29.2775,37.1,22.1,20.3,37.1,58.0,2026.0,Russian Federation,975.5,1363.0
951-1000,791-800,Ivane Javakhishvili Tbilisi State University,Georgia,Asia,L,FC,MD,Public,11.9,701,1.4,701,83.5,150,1.4,801,1.9,801,7.5,801.0,12.2,801.0,24.7,801.0,95.2,75,18.2,801,-,2048.0,Georgia,24977.0,32.5,0.05,"2 days, 11:41:00",16.7215,15.0,12.2,15.9,18.9,43.1,2026.0,Georgia,975.5,2048.0
951-1000,951-1000,Kumamoto University,Japan,Asia,M,FC,VH,Public,9.2,701,4.4,701,67.5,249,21.4,692,8.2,801,6.9,801.0,11.4,801.0,33.9,801.0,3.4,801,50.4,696=,-,1087.0,Japan,9401.0,9.5,0.06,39 : 61,33.9539999999999,33.6,19.3,41.3,82.0,37.0,2026.0,Japan,975.5,1087.0
951-1000,1001-1200,National Chung Cheng University,Taiwan,Asia,M,CO,VH,Public,18.9,650,34.8,412,16.6,801,9.5,801,7.9,801,6.3,801.0,10.5,801.0,28.9,801.0,5.1,801,51.6,669=,-,1488.0,Taiwan,9183.0,14.8,0.04,"1 day, 22:54:00",27.412,21.4,24.8,28.4,77.3,30.6,2026.0,Taiwan,975.5,1488.0
951-1000,901-950,North South University,Bangladesh,Asia,L,FO,HI,Private not for Profit,16.9,701,54.1,226,7.5,801,6.6,801,10.5,801,1.6,801.0,6.0,801.0,30.2,801.0,11.7,801,37.3,801,-,939.0,Bangladesh,16380.0,19.1,0.0,"1 day, 20:56:00",36.5615,14.8,11.3,80.3,29.4,48.7,2026.0,Bangladesh,975.5,939.0
951-1000,851-900,North-West University,South Africa,Africa,XL,CO,VH,Public,8.4,701,14.9,701,7.0,801,24.9,641,9.2,801,3.1,801.0,7.7,801.0,94.6,89.0,24.8,643,60.4,499=,-,898.0,South Africa,41784.0,24.1,0.02,"2 days, 15:37:00",37.2044999999999,22.3,18.8,63.8,45.1,56.4,2026.0,South Africa,975.5,898.0
951-1000,851-900,Okayama University,Japan,Asia,L,FC,VH,Public,11.5,701,5.1,701,67.5,248,14.7,801,8.3,801,11.6,801.0,17.0,801.0,41.7,801.0,3.4,801,58.3,539=,-,1025.0,Japan,13057.0,10.3,0.09,40 : 60,35.0304999999999,34.5,23.1,39.2,87.1,38.8,2026.0,Japan,975.5,1025.0
951-1000,951-1000,Sophia University,Japan,Asia,L,CO,HI,Private not for Profit,18.7,657,27.2,505,25.9,720,2.5,801,41.0,489,20.3,726.0,26.4,666.0,9.1,801.0,21.3,702,48.7,737=,-,1930.0,Japan,13016.0,12.2,0.12,"2 days, 12:40:00",19.1205,22.5,11.1,13.9,33.6,50.0,2026.0,Japan,975.5,1930.0
951-1000,901-950,Universidad Nacional Mayor de San Marcos,Peru,Americas,XL,FC,HI,Public,28.9,429,28.4,492,11.0,801,1.7,801,20.1,,19.4,,21.7,,32.9,801.0,53.0,321,24.3,801,-,2058.0,Peru,42959.0,13.3,0.01,"1 day, 20:56:00",16.505,20.6,10.6,13.8,16.6,34.0,2026.0,Peru,975.5,2058.0
951-1000,951-1000,University of Bahrain,Bahrain,Asia,L,CO,HI,Public,14.3,701,15.1,701,8.1,801,5.0,801,94.1,191,10.5,801.0,14.0,801.0,38.7,801.0,55.5,299,28.9,801,-,1185.0,Bahrain,22268.0,25.2,0.06,"3 days, 1:27:00",32.299,14.0,15.2,60.8,21.4,62.2,2026.0,Bahrain,975.5,1185.0
951-1000,951-1000,University of Lahore,Pakistan,Asia,L,CO,VH,Private not for Profit,17.8,685,23.4,574,14.3,801,8.5,801,8.0,801,6.0,801.0,9.7,801.0,76.4,415.0,3.4,801,62.2,454=,-,792.0,Pakistan,21224.0,14.0,0.04,39 : 61,39.297,19.8,13.0,81.8,21.4,57.2,2026.0,Pakistan,975.5,792.0
951-1000,951-1000,University of the Western Cape,South Africa,Africa,L,CO,VH,Public,12.0,701,6.4,701,6.1,801,23.9,656,30.3,583,5.5,801.0,10.5,801.0,84.4,267.0,28.1,592,35.7,801,-,753.0,South Africa,24431.0,34.2,0.04,"2 days, 15:37:00",40.0635,22.9,24.8,68.3,24.4,62.0,2026.0,South Africa,975.5,753.0
1001-1200,1201-1400,Alexandru Ioan Cuza University,Romania,Europe,L,CO,HI,Public,11.7,701,20.6,641,7.8,801,5.8,801,4.6,801,17.0,779.0,21.4,742.0,49.1,801.0,23.1,668,48.7,737=,-,1736.0,Romania,24352.0,16.9,0.09,"2 days, 13:39:00",23.5269999999999,22.5,12.2,29.2,41.1,39.3,2026.0,Romania,1100.5,1736.0
1001-1200,1001-1200,An-Najah National University,Palestine,Asia,L,FC,MD,Public,13.5,701,14.5,701,11.5,801,4.3,801,49.8,441,47.4,426.0,43.8,475.0,39.0,801.0,11.3,801,47.1,785=,-,914.0,Palestine,25887.0,27.0,0.12,"2 days, 15:37:00",36.9589999999999,24.7,13.0,66.9,26.0,63.9,2026.0,Palestine,1100.5,914.0
1001-1200,1001-1200,"Arab Academy for Science, Technology and Maritime Transport",Egypt,Africa,L,FO,VH,Public,7.5,701,12.4,701,44.7,441,2.4,801,9.2,801,34.9,542.0,33.6,569.0,27.0,801.0,16.8,789,29.7,801,-,1020.0,Egypt,32274.0,10.6,0.14,"2 days, 0:52:00",35.0975,35.1,20.6,44.3,28.6,57.8,2026.0,Egypt,1100.5,1020.0
1001-1200,1001-1200,Assiut University,Egypt,Africa,XL,FC,HI,Public,16.3,701,15.1,701,20.7,801,4.0,801,21.1,697,7.2,801.0,10.6,801.0,66.5,596.0,3.0,801,53.3,636=,-,1300.0,Egypt,86744.0,13.2,0.05,"2 days, 3:49:00",30.4024999999999,23.6,12.4,48.3,25.3,57.9,2026.0,Egypt,1100.5,1300.0
1001-1200,1001-1200,Banaras Hindu University,India,Asia,L,FC,VH,Public,18.9,648,10.6,701,14.4,801,18.8,737,1.5,801,3.0,801.0,7.2,801.0,59.3,704.0,15.6,801,44.5,801,-,605.0,India,12447.0,7.9,0.04,"2 days, 1:51:00",43.5905,49.9,18.0,67.8,31.0,27.6,2026.0,India,1100.5,605.0
1001-1200,1001-1200,Birmingham City University,United Kingdom,Europe,XL,FO,HI,Public,8.2,701,8.0,701,8.7,801,6.5,801,54.9,412,65.5,304.0,68.8,278.0,44.5,801.0,12.1,801,37.9,801,-,952.0,United Kingdom,27055.0,18.5,0.31,"2 days, 14:38:00",36.297,17.9,13.4,65.5,25.2,86.3,2026.0,United Kingdom,1100.5,952.0
1001-1200,1001-1200,Chung Yuan Christian University,Taiwan,Asia,L,CO,HI,Public,9.9,701,9.2,701,6.9,801,25.2,637,5.3,801,11.8,801.0,14.9,801.0,17.3,801.0,28.6,585,46.7,799=,-,1364.0,Taiwan,14676.0,30.2,0.08,"1 day, 23:53:00",29.2745,18.9,24.2,36.4,64.9,42.2,2026.0,Taiwan,1100.5,1364.0
1001-1200,951-1000,Financial University under the Government of the Russian Federation,Russian Federation,Europe,L,FO,VH,Public,4.9,701,17.4,701,44.1,450,2.7,801,6.7,801,39.2,500.0,44.7,467.0,37.6,801.0,57.5,291,43.8,801,-,1198.0,Russian Federation,16514.0,13.7,0.13,"2 days, 9:43:00",32.1495,30.0,21.1,42.5,35.2,40.3,2026.0,Russian Federation,1100.5,1198.0
1001-1200,901-950,Georgian Technical University,Georgia,Asia,L,FO,HI,Public,7.1,701,7.1,701,1.0,801,54.4,336,20.1,,19.4,,21.7,,7.8,801.0,29.3,562,3.0,801,-,1924.0,Georgia,17297.0,13.8,0.03,24 : 76,19.3635,29.8,9.0,14.5,17.0,39.1,2026.0,Georgia,1100.5,1924.0
1001-1200,1001-1200,Gifu University,Japan,Asia,M,FO,VH,Public,6.4,701,4.5,701,58.9,308,14.3,801,7.1,801,6.2,801.0,10.2,801.0,23.4,801.0,1.8,801,44.1,801,-,1366.0,Japan,7064.0,15.3,0.04,38 : 62,29.206,27.7,23.9,30.0,68.9,31.3,2026.0,Japan,1100.5,1366.0
1001-1200,1001-1200,Glasgow Caledonian University,United Kingdom,Europe,L,FO,VH,Public,7.2,701,9.5,701,6.3,801,11.2,801,45.5,465,77.3,242.0,79.4,212.0,40.3,801.0,8.5,801,56.7,562=,-,913.0,United Kingdom,17335.0,25.9,0.3,"2 days, 9:43:00",36.9795,17.8,15.2,63.7,48.7,83.5,2026.0,United Kingdom,1100.5,913.0
1001-1200,1001-1200,Leeds Beckett University,United Kingdom,Europe,L,CO,HI,Public,5.1,701,10.3,701,5.2,801,13.5,801,46.9,453,45.2,447.0,50.3,412.0,36.6,801.0,10.8,801,61.7,464=,-,822.0,United Kingdom,19825.0,17.0,0.23,"2 days, 6:46:00",38.5725,19.2,15.9,69.2,48.0,74.9,2026.0,United Kingdom,1100.5,822.0
1001-1200,1001-1200,Lobachevsky State University of Nizhni Novgorod,Russian Federation,Europe,L,FO,VH,Public,10.0,701,8.2,701,50.9,372,3.5,801,2.6,801,37.0,526.0,42.6,487.0,18.0,801.0,3.9,801,38.2,801,-,1825.0,Russian Federation,20444.0,10.5,0.13,"2 days, 3:49:00",21.5529999999999,31.5,13.9,13.8,35.3,35.7,2026.0,Russian Federation,1100.5,1825.0
1001-1200,1001-1200,Lodz University of Technology,Poland,Europe,M,SP,VH,Public,6.0,701,7.3,701,59.0,306,16.0,784,4.1,801,8.3,801.0,12.4,801.0,49.2,801.0,4.1,801,40.3,801,-,1589.0,Poland,10476.0,11.7,0.06,38 : 62,25.7195,25.9,15.8,28.5,61.8,33.0,2026.0,Poland,1100.5,1589.0
1001-1200,1001-1200,London Metropolitan University,United Kingdom,Europe,L,CO,MD,Public,5.9,701,7.3,701,4.7,801,7.0,801,68.5,340,97.6,95.0,97.7,84.0,22.4,801.0,20.8,713,20.9,801,-,752.0,United Kingdom,12395.0,28.2,0.64,"2 days, 16:36:00",40.1084999999999,16.6,14.4,76.6,30.2,91.3,2026.0,United Kingdom,1100.5,752.0
1001-1200,901-950,Makerere University,Uganda,Africa,XL,FC,HI,Public,13.4,701,5.3,701,5.8,801,6.5,801,8.3,801,13.6,801.0,10.3,801.0,65.3,617.0,98.3,38,42.0,801,-,923.0,Uganda,25506.0,19.3,0.04,"1 day, 19:57:00",36.856,21.5,26.6,54.2,32.8,69.7,2026.0,Uganda,1100.5,923.0
1001-1200,951-1000,Mansoura University,Egypt,Africa,XL,FC,VH,Public,18.8,653,15.8,701,5.2,801,5.0,801,9.9,801,21.2,706.0,24.5,695.0,81.9,315.0,12.6,801,55.5,591=,-,892.0,Egypt,165971.0,19.0,0.14,"2 days, 7:45:00",37.306,20.2,11.9,69.4,32.9,76.8,2026.0,Egypt,1100.5,892.0
1001-1200,1001-1200,Mustansiriyah University,Iraq,Asia,XL,FC,HI,Public,8.3,701,23.5,572,64.9,269,1.8,801,43.6,474,6.3,801.0,5.0,801.0,19.2,801.0,10.4,801,26.5,801,-,1892.0,Iraq,32844.0,8.5,0.01,"2 days, 7:45:00",20.2464999999999,26.8,9.8,19.8,23.9,34.7,2026.0,Iraq,1100.5,1892.0
1001-1200,1001-1200,Mutah University,Jordan,Asia,L,FC,MD,Public,15.6,701,21.8,608,12.1,801,3.4,801,15.7,788,32.9,560.0,32.2,587.0,28.0,801.0,10.1,801,33.2,801,-,1440.0,Jordan,15579.0,21.6,0.13,"2 days, 5:47:00",28.2284999999999,25.4,13.7,39.2,18.0,57.1,2026.0,Jordan,1100.5,1440.0
1001-1200,951-1000,Niigata University,Japan,Asia,L,FC,HI,Public,6.6,701,5.1,701,88.7,110,6.7,801,6.6,801,6.1,801.0,10.6,801.0,23.1,801.0,7.2,801,43.0,801,-,1304.0,Japan,11826.0,7.1,0.03,37 : 63,30.3815,31.2,15.7,40.9,54.3,29.1,2026.0,Japan,1100.5,1304.0
1001-1200,1201-1400,Obuda University,Hungary,Europe,M,FO,VH,Public,7.9,701,8.9,701,3.9,801,19.6,721,34.7,538,13.3,801.0,19.3,774.0,44.5,801.0,5.1,801,42.4,801,-,722.0,Hungary,8068.0,26.6,0.07,0.8888888888888888,40.6819999999999,17.4,30.9,72.8,27.2,48.8,2026.0,Hungary,1100.5,722.0
1001-1200,1001-1200,Poznan University of Technology,Poland,Europe,L,FO,VH,Public,10.9,701,13.1,701,39.8,510,12.8,801,3.4,801,10.7,801.0,15.5,801.0,47.8,801.0,7.4,801,27.6,801,-,1551.0,Poland,13680.0,11.0,0.08,31 : 69,26.2995,25.7,14.0,34.7,47.7,31.2,2026.0,Poland,1100.5,1551.0
1001-1200,1001-1200,Sheffield Hallam University,United Kingdom,Europe,XL,CO,HI,Public,9.8,701,13.4,701,10.9,801,7.1,801,42.6,480,42.7,469.0,48.0,434.0,60.6,682.0,12.3,801,40.6,801,-,976.0,United Kingdom,29535.0,19.0,0.23,"2 days, 7:45:00",35.935,18.0,14.1,65.5,34.9,73.2,2026.0,United Kingdom,1100.5,976.0
1001-1200,1001-1200,Siberian Federal University,Russian Federation,Europe,M,CO,VH,Public,7.8,701,9.9,701,29.9,634,7.9,801,56.8,406,46.0,438.0,47.4,437.0,37.7,801.0,10.3,801,44.4,801,-,986.0,Russian Federation,8610.0,19.0,0.13,"1 day, 23:53:00",35.7465,34.2,26.9,36.6,61.1,59.1,2026.0,Russian Federation,1100.5,986.0
1001-1200,1001-1200,Slovak University of Technology in Bratislava,Slovakia,Europe,M,FO,VH,Public,10.8,701,10.6,701,48.9,396,7.7,801,4.8,801,29.1,602.0,21.8,732.0,54.2,779.0,17.9,762,28.1,801,-,1631.0,Slovakia,10809.0,12.9,0.19,33 : 67,25.2724999999999,28.7,14.5,24.7,45.4,45.0,2026.0,Slovakia,1100.5,1631.0
1001-1200,951-1000,Southern Federal University,Russian Federation,Europe,L,CO,VH,Public,7.0,701,7.5,701,65.4,266,3.5,801,4.9,801,42.3,470.0,47.6,435.0,43.6,801.0,3.7,801,31.4,801,-,1688.0,Russian Federation,18741.0,12.8,0.15,"2 days, 9:43:00",24.246,23.8,16.3,24.6,38.7,47.6,2026.0,Russian Federation,1100.5,1688.0
1001-1200,1001-1200,Sumy State University,Ukraine,Europe,M,FC,HI,Public,6.3,701,11.0,701,47.1,418,5.2,801,3.9,801,29.1,603.0,29.5,620.0,35.5,801.0,4.5,801,48.2,751=,-,1188.0,Ukraine,7608.0,13.1,0.07,39 : 61,32.2544999999999,20.6,16.4,56.1,21.6,49.7,2026.0,Ukraine,1100.5,1188.0
1001-1200,1001-1200,The Hashemite University,Jordan,Asia,L,FC,HI,Public,15.6,701,23.7,566,5.5,801,7.8,801,9.9,801,18.4,756.0,13.9,801.0,45.1,801.0,5.1,801,45.4,801,-,1164.0,Jordan,21051.0,23.5,0.13,"2 days, 16:36:00",32.6645,14.0,16.1,59.7,34.7,60.9,2026.0,Jordan,1100.5,1164.0
1001-1200,1001-1200,Tokyo Metropolitan University,Japan,Asia,M,CO,VH,Public,17.5,701,8.2,701,41.9,483,14.8,801,9.7,801,8.0,801.0,11.6,801.0,39.5,801.0,4.9,801,26.4,801,-,1520.0,Japan,8789.0,10.7,0.05,39 : 61,27.0239999999999,29.7,16.2,29.8,52.8,33.5,2026.0,Japan,1100.5,1520.0
1001-1200,1001-1200,Universidad del Valle,Colombia,Americas,XL,FC,MD,Public,24.1,529,9.7,701,11.1,801,2.8,801,3.3,801,2.2,801.0,6.6,801.0,24.7,801.0,28.8,580,34.9,801,-,1992.0,Colombia,33529.0,8.1,0.01,"2 days, 2:50:00",17.973,24.9,9.4,13.5,21.1,40.1,2026.0,Colombia,1100.5,1992.0
1001-1200,1001-1200,Universidad Peruana Cayetano Heredia,Peru,Americas,M,FO,VH,Private not for Profit,15.2,701,12.1,701,59.1,305,3.6,801,1.6,801,1.8,801.0,1.6,801.0,23.9,801.0,4.6,801,53.2,641=,-,1079.0,Peru,8598.0,15.1,0.01,"2 days, 19:33:00",34.0635,20.2,16.1,61.2,33.7,49.7,2026.0,Peru,1100.5,1079.0
1001-1200,1201-1400,Universitas Sumatera Utara,Indonesia,Asia,XL,FC,HI,Public,14.4,701,13.4,701,38.0,532,1.8,801,14.1,801,2.6,801.0,7.0,801.0,28.6,801.0,7.4,801,46.0,801,-,1881.0,Indonesia,40855.0,18.1,0.02,"2 days, 7:45:00",20.4835,17.8,11.3,27.6,21.2,37.7,2026.0,Indonesia,1100.5,1881.0
1001-1200,1001-1200,Universiti Malaysia Sarawak (UNIMAS),Malaysia,Asia,M,FC,HI,Public,20.1,612,14.4,701,17.3,801,6.8,801,43.9,472,19.7,732.0,23.0,719.0,35.9,801.0,5.0,801,42.6,801,-,1193.0,Malaysia,11981.0,15.5,0.14,"2 days, 22:30:00",32.205,31.4,22.1,29.7,77.7,60.2,2026.0,Malaysia,1100.5,1193.0
1001-1200,,University of Anbar,Iraq,Asia,L,CO,HI,Public,25.3,507,15.4,701,27.2,695,3.0,801,3.5,801,1.8,801.0,6.3,801.0,25.9,801.0,5.6,801,31.7,801,-,1298.0,Iraq,27797.0,11.1,0.01,"2 days, 9:43:00",30.418,25.0,11.1,53.2,36.6,32.0,2026.0,Iraq,1100.5,1298.0
1001-1200,951-1000,University of Colombo,Sri Lanka,Asia,L,CO,HI,Public,15.1,701,20.9,626,3.3,801,6.1,801,1.2,801,1.5,801.0,5.9,801.0,20.7,801.0,76.0,176,61.1,477=,-,1008.0,Sri Lanka,35859.0,32.1,0.01,"2 days, 13:39:00",35.3414999999999,26.0,11.7,67.1,27.4,40.7,2026.0,Sri Lanka,1100.5,1008.0
1001-1200,1001-1200,University of Deusto,Spain,Europe,M,FO,VH,Public,8.9,701,29.8,477,7.4,801,14.3,801,8.8,801,29.9,592.0,35.8,539.0,29.1,801.0,52.2,324,31.6,801,-,1213.0,Spain,10138.0,18.7,0.11,"2 days, 8:44:00",31.9165,20.7,20.6,49.3,39.9,46.0,2026.0,Spain,1100.5,1213.0
1001-1200,901-950,University of East London,United Kingdom,Europe,L,FO,HI,Public,3.9,701,6.5,701,2.6,801,9.5,801,83.3,268,99.8,46.0,99.8,35.0,34.5,801.0,14.1,801,29.5,801,-,1076.0,United Kingdom,18135.0,28.6,0.57,"2 days, 1:51:00",34.0995,23.6,15.3,49.5,32.2,87.5,2026.0,United Kingdom,1100.5,1076.0
1001-1200,1001-1200,University of Ibadan,Nigeria,Africa,XL,CO,VH,Public,11.6,701,16.6,701,6.4,801,7.3,801,20.1,,19.4,,21.7,,64.8,624.0,76.2,175,41.9,801,-,942.0,Nigeria,36851.0,17.6,0.0,"2 days, 2:50:00",36.4749999999999,29.6,15.6,63.5,22.1,43.8,2026.0,Nigeria,1100.5,942.0
1001-1200,1001-1200,University of Ioannina,Greece,Europe,XL,FC,HI,Public,9.4,701,5.6,701,1.9,801,32.0,562,2.0,801,7.5,801.0,11.9,801.0,55.7,757.0,3.6,801,36.5,801,-,1335.0,Greece,33322.0,38.1,0.03,"2 days, 6:46:00",29.7629999999999,16.9,15.7,50.5,52.8,39.5,2026.0,Greece,1100.5,1335.0
1001-1200,1001-1200,University of Karachi,Pakistan,Asia,XL,CO,HI,Public,14.5,701,19.2,676,2.0,801,10.4,801,4.7,801,1.2,801.0,1.1,801.0,48.4,801.0,51.2,332,31.3,801,-,1840.0,Pakistan,47940.0,39.8,0.0,"2 days, 14:38:00",21.2984999999999,16.2,11.1,28.8,28.2,47.1,2026.0,Pakistan,1100.5,1840.0
1001-1200,1001-1200,University of Lagos,Nigeria,Africa,XL,CO,HI,Public,9.4,701,16.5,701,2.5,801,5.2,801,20.1,,19.4,,21.7,,45.9,801.0,90.4,103,36.6,801,-,973.0,Nigeria,36484.0,22.4,0.0,"2 days, 3:49:00",35.991,18.4,20.1,66.7,32.6,45.6,2026.0,Nigeria,1100.5,973.0
1001-1200,901-950,University of Murcia,Spain,Europe,L,FC,VH,Public,15.3,701,5.4,701,24.9,735,14.9,801,20.1,,7.0,801.0,12.2,801.0,77.9,385.0,4.9,801,64.4,413=,-,1045.0,Spain,26754.0,15.2,0.05,"2 days, 15:37:00",34.6795,25.6,19.4,55.2,55.1,36.5,2026.0,Spain,1100.5,1045.0
1001-1200,901-950,University of Nairobi,Kenya,Africa,XL,FC,HI,Public,12.8,701,13.7,701,25.7,723,2.6,801,20.1,,19.4,,21.7,,48.7,801.0,95.6,72,39.1,801,-,1578.0,Kenya,52216.0,23.3,0.02,"1 day, 21:55:00",25.8744999999999,15.9,16.1,39.7,22.5,49.4,2026.0,Kenya,1100.5,1578.0
1001-1200,951-1000,University of Parma,Italy,Europe,XL,FC,HI,Public,13.6,701,5.8,701,4.5,801,33.0,551,5.2,801,16.8,784.0,22.9,722.0,63.0,651.0,12.5,801,37.0,801,-,769.0,Italy,31624.0,31.5,0.09,"2 days, 11:41:00",39.6584999999999,20.9,23.9,70.1,64.8,39.2,2026.0,Italy,1100.5,769.0
1001-1200,951-1000,University of Regina,Canada,Americas,L,CO,HI,Public,4.7,701,2.9,701,5.7,801,34.3,532,4.0,801,51.2,400.0,54.5,376.0,48.5,801.0,6.4,801,64.2,417=,-,930.0,Canada,14331.0,22.9,0.34,"2 days, 12:40:00",36.7385,18.4,20.9,61.9,43.8,65.7,2026.0,Canada,1100.5,930.0
1001-1200,1001-1200,University of Salento,Italy,Europe,L,CO,VH,Public,6.8,701,1.9,701,8.2,801,41.5,454,1.5,801,4.5,801.0,9.5,801.0,71.9,501.0,3.4,801,31.9,801,-,883.0,Italy,14502.0,23.5,0.03,"2 days, 14:38:00",37.552,27.2,21.4,61.4,55.8,35.6,2026.0,Italy,1100.5,883.0
1001-1200,1001-1200,University of Tabuk,Saudi Arabia,Asia,L,FC,HI,Public,8.8,701,3.5,701,27.3,693,6.7,801,93.7,197,5.5,801.0,9.9,801.0,42.7,801.0,2.8,801,34.7,801,-,780.0,Saudi Arabia,20099.0,10.3,0.03,"1 day, 17:59:00",39.551,25.1,14.5,70.3,30.1,75.3,2026.0,Saudi Arabia,1100.5,780.0
1001-1200,1001-1200,University of the Free State,South Africa,Africa,L,FO,VH,Public,7.2,701,12.1,701,4.9,801,13.8,801,20.1,,8.3,801.0,6.4,801.0,93.7,107.0,18.4,751,41.7,801,-,1171.0,South Africa,31599.0,30.9,0.02,"2 days, 16:36:00",32.596,23.1,20.0,49.6,30.6,51.7,2026.0,South Africa,1100.5,1171.0
1001-1200,1001-1200,University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FC,HI,Public,10.8,701,14.5,701,42.0,478,7.7,801,2.6,801,4.6,801.0,9.0,801.0,42.6,801.0,4.0,801,43.7,801,-,1618.0,Poland,15830.0,16.8,0.03,"2 days, 13:39:00",25.376,18.2,15.6,41.9,26.7,24.6,2026.0,Poland,1100.5,1618.0
1001-1200,1001-1200,University of Wolverhampton,United Kingdom,Europe,L,CO,HI,Public,3.1,701,3.7,701,14.0,801,14.9,801,40.8,493,78.9,228.0,80.9,198.0,55.7,756.0,5.9,801,31.0,801,-,965.0,United Kingdom,13835.0,17.9,0.28,"2 days, 16:36:00",36.1045,20.3,15.6,59.3,47.3,78.8,2026.0,United Kingdom,1100.5,965.0
1001-1200,901-950,Yerevan State University,Armenia,Asia,M,CO,HI,Public,8.7,701,6.0,701,64.8,271,1.9,801,8.7,801,3.0,801.0,7.2,801.0,21.2,801.0,90.0,106,13.3,801,-,1999.0,Armenia,14333.0,7.2,0.03,"2 days, 5:47:00",17.864,25.4,9.1,12.4,22.3,41.6,2026.0,Armenia,1100.5,1999.0
1001-1200,901-950,Yokohama City University,Japan,Asia,M,FO,VH,Public,3.3,701,3.7,701,96.7,64,19.0,730,7.2,801,6.0,801.0,10.0,801.0,15.0,801.0,3.5,801,14.5,801,-,1036.0,Japan,5142.0,5.4,0.03,"2 days, 7:45:00",34.8184999999999,28.2,10.8,62.0,65.0,28.9,2026.0,Japan,1100.5,1036.0
1001-1200,1001-1200,Yokohama National University,Japan,Asia,M,CO,VH,Public,11.6,701,24.5,548,22.9,777,11.3,801,17.2,762,12.5,801.0,18.2,792.0,28.1,801.0,22.5,684,41.2,801,-,1499.0,Japan,9459.0,13.2,0.08,28 : 72,27.269,28.3,21.9,22.1,82.3,35.3,2026.0,Japan,1100.5,1499.0
1001-1200,1201-1400,Yuan Ze University,Taiwan,Asia,M,CO,VH,Private for Profit,8.6,701,9.7,701,13.7,801,19.7,716,22.2,684,23.0,689.0,25.9,671.0,38.9,801.0,2.1,801,42.9,801,-,744.0,Taiwan,6717.0,20.4,0.11,"1 day, 19:57:00",40.2605,19.7,27.3,62.5,79.8,61.2,2026.0,Taiwan,1100.5,744.0
1201-1400,1201-1400,Al-Balqa Applied University,Jordan,Asia,L,FC,HI,Public,10.2,701,15.4,701,6.0,801,5.8,801,15.2,801,5.2,801.0,9.2,801.0,46.0,801.0,5.5,801,41.8,801,-,1140.0,Jordan,24503.0,23.7,0.03,"2 days, 10:42:00",33.031,13.4,16.9,64.7,30.3,47.4,2026.0,Jordan,1300.5,1140.0
1201-1400,1201-1400,Bahauddin Zakariya University,Pakistan,Asia,L,CO,VH,Public,8.5,701,7.8,701,4.1,801,30.3,584,20.1,,1.0,801.0,1.0,801.0,50.8,801.0,8.3,801,25.7,801,-,784.0,Pakistan,19120.0,19.5,0.0,40 : 60,39.461,23.7,18.1,75.0,25.2,49.5,2026.0,Pakistan,1300.5,784.0
1201-1400,,Beni-Suef University,Egypt,Africa,XL,FC,HI,Public,8.7,701,4.1,701,2.1,801,11.1,801,13.7,801,1.6,801.0,6.0,801.0,51.5,801.0,2.8,801,39.8,801,-,1096.0,Egypt,82628.0,44.9,0.01,"2 days, 0:52:00",33.79,25.8,11.3,59.4,22.8,55.6,2026.0,Egypt,1300.5,1096.0
1201-1400,1001-1200,BRAC University,Bangladesh,Asia,L,CO,HI,Private not for Profit,14.9,701,33.4,429,11.6,801,3.6,801,1.7,801,1.8,801.0,6.2,801.0,30.4,801.0,4.5,801,30.0,801,-,1062.0,Bangladesh,17235.0,21.2,0.01,"1 day, 21:55:00",34.4115,13.6,13.4,74.9,19.9,43.3,2026.0,Bangladesh,1300.5,1062.0
1201-1400,1201-1400,Brock University,Canada,Americas,L,CO,HI,Public,6.7,701,10.9,701,4.7,801,16.6,772,4.2,801,27.5,621.0,33.5,570.0,29.2,801.0,6.7,801,41.5,801,-,1317.0,Canada,21118.0,22.0,0.19,"2 days, 9:43:00",30.06,15.0,18.4,48.0,42.1,56.2,2026.0,Canada,1300.5,1317.0
