Rank,Name,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
737,Mississippi State University,United States,20844,14.1,0.04,"2 days, 5:47:00",40.3109999999999,28.5,21.2,64.8,63.2,50.5,2026
738,Ben-Gurion University of the Negev,Israel,16196,12.0,0.02,"2 days, 4:48:00",40.3075,35.5,25.3,57.3,65.2,36.0,2026
739,Qingdao University,China,42202,15.6,0.01,"2 days, 3:49:00",40.2955,18.4,20.2,83.3,56.8,23.3,2026
740,Paris Lodron UniversitÃ¤t Salzburg,Austria,6302,8.5,0.4,"2 days, 20:32:00",40.282,32.3,21.8,51.8,49.6,92.1,2026
741,University of Aveiro,Portugal,14095,15.9,0.11,"2 days, 6:46:00",40.2814999999999,31.6,31.5,53.8,55.3,46.3,2026
742,South China Normal University,China,36468,19.9,0.04,,40.2795,24.5,24.9,67.1,75.4,35.8,2026
743,Capital Medical University,China,16357,4.0,0.04,"2 days, 16:36:00",40.2615,36.9,21.2,64.0,57.2,23.2,2026
744,Yuan Ze University,Taiwan,6717,20.4,0.11,"1 day, 19:57:00",40.2605,19.7,27.3,62.5,79.8,61.2,2026
745,Universidade Estadual Paulista (Unesp),Brazil,37420,12.5,0.03,"2 days, 4:48:00",40.249,45.6,35.6,36.8,62.7,39.0,2026
746,University of Bari Aldo Moro,Italy,29256,18.5,0.02,"2 days, 14:38:00",40.2435,20.0,25.8,71.4,64.6,38.1,2026
747,UWE Bristol (University of the West of England),United Kingdom,30220,16.4,0.29,"2 days, 4:48:00",40.228,18.8,14.6,73.3,59.2,81.2,2026
748,Otto von Guericke University of Magdeburg,Germany,12812,10.7,0.3,"1 day, 18:58:00",40.218,34.6,18.2,56.6,57.7,72.6,2026
749,Guangdong University of Technology,China,51066,17.1,0.0,29 : 71,40.2164999999999,18.8,20.0,78.6,86.7,24.3,2026
750,Government College University Faisalabad,Pakistan,22898,26.6,0.0,"2 days, 7:45:00",40.1685,20.3,17.7,81.4,22.3,49.8,2026
751,De Montfort University,United Kingdom,23655,20.6,0.47,"2 days, 0:52:00",40.111,17.7,16.4,70.5,50.4,92.9,2026
752,London Metropolitan University,United Kingdom,12395,28.2,0.64,"2 days, 16:36:00",40.1084999999999,16.6,14.4,76.6,30.2,91.3,2026
753,University of the Western Cape,South Africa,24431,34.2,0.04,"2 days, 15:37:00",40.0635,22.9,24.8,68.3,24.4,62.0,2026
754,Xiâ€™an Jiaotong-Liverpool University,China,21448,18.3,0.03,"2 days, 4:48:00",40.0455,21.2,17.6,71.3,40.5,75.7,2026
755,Polytechnic University of Valencia,Spain,30641,15.8,0.16,"2 days, 10:42:00",40.0085,32.3,26.2,50.4,86.8,57.2,2026
756,Texas Tech University,United States,37631,20.8,0.08,"2 days, 2:50:00",39.9905,31.6,22.0,57.8,64.4,58.3,2026
757,American University,United States,13316,12.0,0.11,"2 days, 16:36:00",39.9395,35.7,18.6,63.6,41.6,43.6,2026
758,Universiti Teknologi Brunei,Brunei Darussalam,1977,7.7,0.04,"2 days, 13:39:00",39.908,29.9,14.0,68.5,33.5,68.5,2026
759,SUNY Binghamton University,United States,18703,20.2,0.09,"2 days, 4:48:00",39.8964999999999,33.2,26.9,54.7,64.6,44.1,2026
760,Teesside University,United Kingdom,18820,21.0,0.42,"2 days, 8:44:00",39.8785,20.6,14.3,72.9,29.8,87.9,2026
761,Keio University,Japan,34336,10.2,0.1,37 : 63,39.875,37.0,28.3,49.1,73.7,41.0,2026
762,Isfahan University of Medical Sciences,Iran,10760,10.5,0.04,"2 days, 11:41:00",39.8685,46.6,22.5,49.7,65.6,27.5,2026
763,Eastern Mediterranean University,Northern Cyprus,14696,23.3,0.72,"2 days, 0:52:00",39.8354999999999,20.2,12.7,77.2,30.9,77.3,2026
764,Ton Duc Thang University,Vietnam,27459,16.3,0.02,"2 days, 9:43:00",39.782,15.8,12.2,85.9,27.2,63.0,2026
765,Czech University of Life Sciences Prague (CZU),Czechia,17470,17.4,0.29,"2 days, 0:52:00",39.729,25.1,17.5,64.9,47.3,78.5,2026
766,City University of Macau,Macao,8701,16.6,0.64,"2 days, 5:47:00",39.7235,30.8,17.1,59.7,18.9,93.5,2026
767,University of Haâ€™il,Saudi Arabia,20652,10.9,0.05,"2 days, 14:38:00",39.7004999999999,22.1,12.2,75.5,26.7,79.0,2026
768,The University of Aizu,Japan,1289,12.0,0.13,0.5201388888888889,39.6874999999999,27.2,14.3,63.6,58.1,81.5,2026
769,University of Parma,Italy,31624,31.5,0.09,"2 days, 11:41:00",39.6584999999999,20.9,23.9,70.1,64.8,39.2,2026
770,University of Warsaw,Poland,34878,11.0,0.1,"2 days, 12:40:00",39.6505,38.1,32.6,46.7,39.3,45.0,2026
771,VIT University,India,44159,16.0,0.03,29 : 71,39.6385,27.7,21.0,68.8,42.3,40.6,2026
772,Parthenope University of Naples,Italy,14020,36.4,0.03,"1 day, 19:57:00",39.6345,18.9,22.8,78.0,34.8,35.4,2026
773,Sharda University,India,15326,12.7,0.11,"1 day, 19:57:00",39.6299999999999,32.8,13.5,73.7,22.1,40.6,2026
774,Babol University of Medical Sciences,Iran,4418,11.8,0.01,"2 days, 6:46:00",39.6225,40.7,12.6,71.1,22.3,23.2,2026
775,Charles Sturt University,Australia,18763,21.8,0.11,"2 days, 21:31:00",39.6219999999999,18.8,20.2,72.3,52.2,59.2,2026
776,National Sun Yat-Sen University,Taiwan,8876,12.3,0.09,"1 day, 19:57:00",39.614,31.5,35.1,43.6,89.0,46.7,2026
777,University of Santiago de Compostela,Spain,24821,14.1,0.08,"2 days, 14:38:00",39.613,30.8,23.1,60.9,48.2,48.4,2026
778,National Institute of Technology Rourkela,India,7763,19.0,0.04,0.8069444444444445,39.6069999999999,34.3,20.5,63.8,66.4,23.3,2026
779,University of Texas at Arlington,United States,38017,32.3,0.16,"2 days, 12:40:00",39.556,25.0,23.0,62.2,65.9,56.2,2026
780,University of Tabuk,Saudi Arabia,20099,10.3,0.03,"1 day, 17:59:00",39.551,25.1,14.5,70.3,30.1,75.3,2026
781,Kansas State University,United States,18454,14.0,0.05,"2 days, 6:46:00",39.5015,35.1,22.9,52.6,68.4,53.2,2026
782,Taif University,Saudi Arabia,38212,16.7,0.03,"2 days, 10:42:00",39.4995,16.2,16.4,77.7,23.3,76.3,2026
783,"International Institute of Information Technology, Hyderabad",India,1882,13.4,0.07,0.8888888888888888,39.483,29.3,18.7,66.3,56.6,43.5,2026
784,Bahauddin Zakariya University,Pakistan,19120,19.5,0.0,40 : 60,39.461,23.7,18.1,75.0,25.2,49.5,2026
785,Harbin Engineering University,China,33564,17.1,0.02,24 : 76,39.4575,29.7,33.8,50.6,94.1,26.0,2026
786,University of Brighton,United Kingdom,14840,16.8,0.23,"2 days, 13:39:00",39.4359999999999,19.9,19.3,63.4,64.9,84.7,2026
787,Jazan University,Saudi Arabia,21894,11.6,0.03,"2 days, 20:32:00",39.4199999999999,22.5,12.4,75.4,21.1,76.3,2026
788,University of Rennes 1,France,29025,19.3,0.12,"2 days, 7:45:00",39.4034999999999,34.3,20.0,53.4,70.0,62.2,2026
789,University of Toledo,United States,13661,15.8,0.1,"2 days, 6:46:00",39.3819999999999,36.9,18.5,54.6,63.6,56.1,2026
790,YÄ±ldÄ±z Technical University,Turkey,20391,23.4,0.13,"1 day, 23:53:00",39.357,33.1,31.6,48.5,72.9,39.5,2026
791,Rochester Institute of Technology,United States,14881,16.1,0.13,37 : 63,39.3374999999999,24.2,22.6,65.5,62.3,46.7,2026
792,University of Lahore,Pakistan,21224,14.0,0.04,39 : 61,39.297,19.8,13.0,81.8,21.4,57.2,2026
793,University of Derby,United Kingdom,15820,14.6,0.26,"2 days, 13:39:00",39.293,19.0,14.1,74.0,34.6,80.2,2026
794,Nanjing Tech University,China,37609,12.7,0.04,,39.2609999999999,24.4,18.4,68.8,87.3,34.6,2026
795,American University in Cairo,Egypt,6233,10.4,0.08,"2 days, 10:42:00",39.249,30.1,25.9,53.7,33.9,71.9,2026
796,Universidade Federal do Rio Grande do Sul,Brazil,40018,14.4,0.01,"2 days, 4:48:00",39.2215,38.9,23.2,53.6,56.7,35.6,2026
797,Kafrelsheikh University,Egypt,72697,27.6,0.03,"2 days, 8:44:00",39.1669999999999,28.7,9.6,76.9,21.6,53.1,2026
798,Alborz University of Medical Sciences,Iran,3765,11.5,0.0,"2 days, 6:46:00",39.1239999999999,41.3,12.7,67.1,27.0,27.3,2026
799,Beirut Arab University,Lebanon,4167,10.4,0.21,"1 day, 21:55:00",39.079,43.0,17.3,46.3,21.8,88.2,2026
800,"University of Veterinary and Animal Sciences, Lahore",Pakistan,7679,21.2,0.01,"2 days, 5:47:00",39.053,21.2,15.5,75.6,41.6,52.8,2026
801,Qazvin University of Medical Sciences,Iran,3196,9.8,0.03,"2 days, 7:45:00",39.0375,37.1,11.7,72.3,22.0,28.4,2026
802,University of Delhi,India,24204,20.2,0.02,"1 day, 23:53:00",39.0049999999999,42.9,29.7,45.8,53.6,24.7,2026
803,Ohio University (Main campus),United States,20461,21.8,0.04,"2 days, 11:41:00",38.992,33.1,18.9,61.6,59.1,38.7,2026
804,Isra University (Jordan),Jordan,5275,21.5,0.24,"2 days, 4:48:00",38.974,12.9,16.5,80.5,16.9,74.1,2026
805,Chang Gung University,Taiwan,7142,12.4,0.05,"2 days, 3:49:00",38.972,25.8,35.3,50.2,96.1,29.6,2026
806,Bharathiar University,India,3927,19.2,0.0,"2 days, 7:45:00",38.9675,35.9,25.9,55.7,45.4,31.2,2026
807,Baylor University,United States,21096,14.9,0.06,"2 days, 13:39:00",38.9465,43.0,19.4,53.6,43.2,37.7,2026
808,Qassim University,Saudi Arabia,29826,9.5,0.11,"1 day, 21:55:00",38.9424999999999,30.5,19.3,56.2,29.7,84.0,2026
809,Fuzhou University,China,44604,17.4,0.01,39 : 61,38.9024999999999,19.2,20.9,71.1,81.5,34.5,2026
810,"University of Engineering and Technology, Taxila",Pakistan,5282,19.9,0.02,0.9708333333333333,38.9009999999999,19.3,14.4,80.8,28.1,48.9,2026
811,Kurdistan University of Medical Sciences,Iran,3652,7.0,0.07,"1 day, 22:54:00",38.885,43.0,10.4,65.8,23.1,33.6,2026
812,William & Mary,United States,8786,11.8,0.06,"2 days, 10:42:00",38.8835,39.2,22.6,53.9,45.7,36.9,2026
813,Northeast Agricultural University,China,32409,20.7,0.01,"2 days, 7:45:00",38.876,19.3,15.9,84.5,45.1,18.9,2026
814,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,11715,18.4,0.02,"2 days, 2:50:00",38.8495,37.1,34.2,38.9,72.8,45.4,2026
815,JÃ¶nkÃ¶ping University,Sweden,6586,13.8,0.12,"2 days, 13:39:00",38.8384999999999,21.0,22.4,65.5,37.0,66.9,2026
816,Future University in Egypt,Egypt,7962,9.5,0.11,"1 day, 21:55:00",38.7529999999999,22.2,10.6,78.6,18.0,64.4,2026
817,Birjand University of Medical Sciences,Iran,4171,12.0,0.05,"2 days, 9:43:00",38.692,36.2,12.5,70.0,20.2,34.4,2026
818,"Birla Institute of Technology and Science, Pilani",India,16157,15.3,0.03,0.8888888888888888,38.69,29.0,20.9,66.9,46.1,28.8,2026
819,Oxford Brookes University,United Kingdom,13930,13.6,0.3,"2 days, 8:44:00",38.6359999999999,26.9,23.1,53.9,30.6,88.1,2026
820,Shahroud University of Medical Sciences,Iran,1709,11.4,0.0,34 : 66,38.5915,35.2,13.6,72.1,21.4,23.7,2026
821,Jawaharlal Nehru University,India,7759,11.2,0.01,"1 day, 18:58:00",38.5834999999999,46.0,24.4,48.5,39.5,24.1,2026
822,Leeds Beckett University,United Kingdom,19825,17.0,0.23,"2 days, 6:46:00",38.5725,19.2,15.9,69.2,48.0,74.9,2026
823,National Technical University of Athens,Greece,13139,19.5,0.05,35 : 65,38.5325,33.3,24.4,55.1,61.2,35.4,2026
824,Jordan University of Science and Technology,Jordan,17708,12.0,0.28,"2 days, 0:52:00",38.5284999999999,22.9,16.0,64.8,47.2,77.4,2026
825,RUDN University,Russian Federation,27303,17.8,0.34,"2 days, 11:41:00",38.509,39.9,27.8,40.2,36.6,68.7,2026
826,Kerman University of Medical Sciences,Iran,5552,9.5,0.03,,38.4924999999999,40.6,15.4,63.7,23.8,26.5,2026
827,University of JaÃ©n,Spain,13280,13.9,0.1,"2 days, 10:42:00",38.4864999999999,23.9,20.7,67.0,39.2,50.2,2026
828,Robert Gordon University,United Kingdom,11720,22.1,0.33,"2 days, 16:36:00",38.43,17.3,13.9,69.9,39.2,90.1,2026
829,Rafsanjan University of Medical Sciences,Iran,2169,10.3,0.0,"2 days, 11:41:00",38.337,41.7,12.2,66.4,20.0,23.7,2026
830,PanthÃ©on-Sorbonne University â€“ Paris 1,France,36234,29.2,0.21,"2 days, 16:36:00",38.3325,36.9,34.0,38.0,35.8,63.4,2026
831,Abdul Wali Khan University Mardan,Pakistan,13165,22.2,0.0,27 : 73,38.3315,19.0,12.5,81.2,24.6,50.1,2026
832,National Autonomous University of Mexico,Mexico,175031,16.3,0.05,"2 days, 4:48:00",38.3165,34.2,33.8,37.5,66.7,60.1,2026
833,Cankaya University,Turkey,5609,21.3,0.01,"1 day, 20:56:00",38.2315,15.9,15.9,80.9,20.5,51.2,2026
834,Urmia University,Iran,13411,27.3,0.13,"2 days, 1:51:00",38.225,31.4,23.6,56.6,34.7,50.0,2026
835,University of Tunis El Manar,Tunisia,16341,8.1,0.1,"3 days, 3:25:00",38.1955,45.7,27.2,32.9,70.4,55.2,2026
836,Southwest Jiaotong University,China,49014,15.4,0.01,33 : 67,38.1925,26.2,25.4,60.2,83.0,22.9,2026
837,Northeast Normal University,China,31316,19.3,0.03,"2 days, 21:31:00",38.179,30.9,17.4,65.1,50.5,32.9,2026
838,Southern Illinois University Carbondale,United States,9238,13.7,0.07,"2 days, 5:47:00",38.1699999999999,38.3,26.3,43.7,74.8,41.9,2026
839,Nanjing Normal University,China,36007,13.7,0.02,"2 days, 18:34:00",38.1675,25.3,17.1,69.8,66.5,28.6,2026
840,Nanjing Medical University,China,23163,7.2,0.03,,38.1605,37.1,16.4,62.2,51.5,23.2,2026
841,University of Seville,Spain,60471,19.0,0.12,"2 days, 9:43:00",38.1474999999999,24.9,27.9,55.8,60.4,47.4,2026
842,University of Namur,Belgium,6480,20.0,0.17,"2 days, 10:42:00",38.14,26.8,26.7,49.0,62.4,70.6,2026
843,Istanbul Medipol University,Turkey,20473,34.4,0.43,"2 days, 17:35:00",38.1374999999999,33.0,29.4,42.6,54.6,65.5,2026
844,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,8509,10.9,0.0,"2 days, 5:47:00",38.136,44.6,19.6,44.5,45.5,55.0,2026
845,University of Management and Technology,Pakistan,22028,17.2,0.02,"2 days, 1:51:00",38.079,16.5,11.0,83.5,26.6,52.1,2026
846,Cairo University,Egypt,173478,24.6,0.07,"2 days, 12:40:00",38.036,29.4,20.0,60.7,42.7,48.6,2026
847,Guru Gobind Singh Indraprastha University,India,6027,14.2,0.04,29 : 71,38.028,30.8,12.4,74.2,26.9,26.8,2026
848,University of Indonesia,Indonesia,42674,8.3,0.17,"3 days, 1:27:00",38.0234999999999,45.0,22.0,37.2,60.4,63.9,2026
849,National Institute of Applied Sciences of Lyon (INSA Lyon),France,6160,12.6,0.26,38 : 62,38.0195,38.7,22.9,36.7,93.3,69.6,2026
850,Guilan University of Medical Sciences,Iran,5752,10.8,0.01,"2 days, 9:43:00",38.0085,40.0,11.6,66.3,25.3,25.9,2026
851,University of Salford,United Kingdom,22475,20.9,0.3,"2 days, 8:44:00",38.007,19.0,14.8,64.9,57.0,84.8,2026
852,Empress Catherine II Saint Petersburg Mining University,Russian Federation,10462,16.1,0.17,"1 day, 19:57:00",37.9965,28.7,17.9,62.8,51.6,45.8,2026
853,University of Malakand,Pakistan,8902,27.1,0.01,28 : 72,37.9795,25.6,12.9,70.6,42.6,50.7,2026
854,European University Cyprus,Cyprus,5474,15.2,0.58,"2 days, 14:38:00",37.9584999999999,20.4,15.3,65.8,19.9,92.9,2026
855,National University of Science and Technology (MISiS),Russian Federation,7305,12.6,0.19,"1 day, 18:58:00",37.9115,40.2,29.8,34.5,74.7,54.3,2026
856,University of Rhode Island,United States,15859,17.4,0.03,"2 days, 10:42:00",37.9,29.6,23.0,55.0,53.2,51.6,2026
857,Najran University,Saudi Arabia,16538,13.3,0.06,"2 days, 9:43:00",37.865,16.7,11.9,76.1,18.5,78.9,2026
858,University of Ljubljana,Slovenia,37509,12.8,0.09,"2 days, 12:40:00",37.862,27.8,23.8,56.0,69.1,42.6,2026
859,ReykjavÃ­k University,Iceland,2851,21.5,0.06,"1 day, 21:55:00",37.8349999999999,18.8,25.9,62.5,33.7,62.4,2026
860,University of CÃ³rdoba,Spain,17571,11.8,0.11,"2 days, 11:41:00",37.833,27.4,20.7,60.4,45.8,50.6,2026
861,International University of Rabat,Morocco,8278,23.1,0.05,"2 days, 7:45:00",37.8305,18.4,12.0,73.2,31.0,76.3,2026
862,Jeonbuk National University,South Korea,18726,20.3,0.1,"1 day, 22:54:00",37.83,33.3,29.2,46.7,69.4,36.7,2026
863,Norwegian University of Life Sciences,Norway,8193,8.4,0.07,"2 days, 9:43:00",37.8204999999999,32.0,15.4,58.4,40.8,63.5,2026
864,Mashhad University of Medical Sciences,Iran,9296,9.1,0.05,"2 days, 7:45:00",37.8035,33.3,15.4,65.4,38.1,31.6,2026
865,Chonnam National University,South Korea,16714,12.6,0.08,"2 days, 3:49:00",37.7795,34.5,29.6,47.0,60.7,33.2,2026
866,Kaohsiung Medical University,Taiwan,6621,12.6,0.05,"2 days, 11:41:00",37.7789999999999,26.6,34.3,46.9,89.0,31.4,2026
867,The Islamia University of Bahawalpur,Pakistan,53834,40.7,0.0,"1 day, 23:53:00",37.7469999999999,17.6,13.3,80.3,22.2,49.6,2026
868,Vilnius University,Lithuania,19929,11.7,0.12,"2 days, 17:35:00",37.738,26.8,26.5,53.6,58.3,49.8,2026
869,KL University,India,18766,14.7,0.02,38 : 62,37.7275,25.6,16.3,75.8,19.9,25.5,2026
870,National Institute of Technology Silchar,India,4599,11.7,0.03,0.9298611111111111,37.7134999999999,37.5,18.9,61.7,24.5,22.4,2026
871,The University of Alabama,United States,35682,20.6,0.03,"2 days, 9:43:00",37.7005,28.6,22.4,59.4,50.0,39.3,2026
872,Wenzhou University,China,25175,19.6,0.02,"2 days, 3:49:00",37.698,15.3,16.6,79.3,54.7,31.9,2026
873,SR University,India,6010,15.9,0.01,"2 days, 2:50:00",37.6849999999999,15.7,13.9,85.4,20.0,34.7,2026
874,The Catholic University of America,United States,3614,10.8,0.06,"2 days, 6:46:00",37.6745,44.5,20.4,40.5,70.9,48.6,2026
875,University of Westminster,United Kingdom,19530,20.0,0.51,"2 days, 11:41:00",37.673,19.0,16.5,63.1,48.7,85.4,2026
876,University of Debrecen,Hungary,20923,12.2,0.25,"2 days, 8:44:00",37.6635,41.7,18.2,45.7,50.6,58.0,2026
877,Hacettepe University,Turkey,35176,14.7,0.03,"2 days, 13:39:00",37.6329999999999,34.8,28.6,49.0,58.7,27.0,2026
878,Waseda University,Japan,44876,14.2,0.12,39 : 61,37.5985,34.0,26.9,43.5,68.0,53.3,2026
879,University of Vigo,Spain,17290,14.6,0.07,"2 days, 3:49:00",37.5849999999999,25.2,19.8,60.9,60.1,49.8,2026
880,Inha University,South Korea,14163,17.0,0.08,"1 day, 19:57:00",37.5615,31.6,28.2,46.2,83.6,38.1,2026
881,Clark University,United States,3623,12.5,0.29,"2 days, 7:45:00",37.559,27.2,19.3,57.2,44.2,66.8,2026
882,Daffodil International University (DIU),Bangladesh,17085,22.0,0.05,37 : 63,37.5585,12.1,13.0,81.7,20.1,65.4,2026
883,University of Salento,Italy,14502,23.5,0.03,"2 days, 14:38:00",37.552,27.2,21.4,61.4,55.8,35.6,2026
884,JSS Academy of Higher Education and Research,India,8201,9.2,0.09,"2 days, 5:47:00",37.551,41.0,11.6,56.4,28.8,53.6,2026
885,MontanuniversitÃ¤t Leoben,Austria,1970,6.3,0.2,26 : 74,37.5275,40.7,21.3,34.6,78.6,77.6,2026
886,Shiraz University,Iran,14298,19.7,0.03,"2 days, 7:45:00",37.5069999999999,27.4,26.0,56.3,62.6,33.2,2026
887,Arts et MÃ©tiers,France,6012,16.6,0.14,0.8479166666666667,37.477,35.1,23.0,40.6,82.5,66.3,2026
888,University of Wyoming,United States,9462,13.3,0.05,"2 days, 5:47:00",37.469,36.4,15.3,57.2,54.1,39.6,2026
889,Catholic University of Portugal,Portugal,12826,22.9,0.24,"2 days, 19:33:00",37.3429999999999,20.3,24.9,61.9,30.9,57.7,2026
890,University of Medicine and Pharmacy Carol Davila,Romania,12809,9.2,0.17,"2 days, 20:32:00",37.3274999999999,26.1,12.5,73.4,30.2,37.0,2026
891,University of Hagen,Germany,22592,226.1,0.11,"2 days, 8:44:00",37.32,30.1,36.3,42.4,46.4,44.5,2026
892,Mansoura University,Egypt,165971,19.0,0.14,"2 days, 7:45:00",37.306,20.2,11.9,69.4,32.9,76.8,2026
893,Zhejiang Gongshang University,China,19572,13.2,0.04,"2 days, 10:42:00",37.3054999999999,20.9,15.4,74.3,45.1,34.4,2026
894,Gorgan University of Agricultural Sciences and Natural Resources,Iran,3866,20.5,0.01,"2 days, 6:46:00",37.281,31.4,11.8,68.3,31.4,38.0,2026
895,The University of Notre Dame Australia,Australia,7652,14.9,0.05,"3 days, 0:28:00",37.2725,32.4,18.0,56.5,27.8,59.1,2026
896,Federal University of Minas Gerais,Brazil,43267,14.9,0.02,"2 days, 8:44:00",37.2164999999999,41.6,25.3,42.4,53.0,36.9,2026
897,Shri Mata Vaishno Devi University,India,2983,20.7,0.0,38 : 62,37.2055,29.4,18.5,67.7,22.5,26.1,2026
898,North-West University,South Africa,41784,24.1,0.02,"2 days, 15:37:00",37.2044999999999,22.3,18.8,63.8,45.1,56.4,2026
899,Government College University Lahore,Pakistan,12656,32.9,0.0,"2 days, 5:47:00",37.2024999999999,17.5,19.3,72.8,23.2,49.0,2026
900,Universitat Ramon Llull,Spain,16683,22.0,0.24,"2 days, 5:47:00",37.1875,20.8,17.6,63.2,36.5,73.7,2026
901,Iqra University,Pakistan,10121,13.1,0.01,26 : 74,37.181,17.8,9.5,80.9,24.0,52.6,2026
902,"International Islamic University, Islamabad",Pakistan,24592,21.9,0.05,"2 days, 10:42:00",37.178,19.0,11.3,77.1,20.4,58.0,2026
903,University of the Punjab,Pakistan,28679,21.6,0.01,"2 days, 14:38:00",37.1609999999999,28.4,15.2,64.4,31.5,50.6,2026
904,Ain Shams University,Egypt,171505,14.3,0.07,"2 days, 4:48:00",37.1545,28.6,27.5,50.4,41.0,53.1,2026
905,Azerbaijan State University of Economics,Azerbaijan,13473,9.2,0.07,"1 day, 20:56:00",37.1509999999999,23.4,9.3,74.5,19.4,59.0,2026
906,Sogang University,South Korea,10317,25.0,0.18,"1 day, 22:54:00",37.1445,30.9,31.4,42.6,73.7,42.6,2026
907,Capital University of Science and Technology,Pakistan,6840,28.9,0.0,40 : 60,37.125,18.2,20.1,71.0,23.8,49.0,2026
908,Chengdu University,China,27472,16.2,0.02,"2 days, 6:46:00",37.1245,17.4,15.7,77.9,47.9,28.7,2026
909,Siksha â€˜Oâ€™ Anusandhan,India,11466,9.4,0.03,"2 days, 10:42:00",37.043,47.1,20.4,44.9,50.0,23.5,2026
910,Zanjan University of Medical Sciences,Iran,5887,11.1,0.03,"2 days, 7:45:00",37.025,36.0,12.5,64.8,31.0,28.0,2026
911,Northern Border University,Saudi Arabia,7128,8.6,0.02,"2 days, 15:37:00",36.997,26.5,15.8,59.7,26.0,75.3,2026
912,Carlos III University of Madrid,Spain,18403,10.9,0.18,"2 days, 0:52:00",36.983,32.6,21.7,45.7,66.7,62.6,2026
913,Glasgow Caledonian University,United Kingdom,17335,25.9,0.3,"2 days, 9:43:00",36.9795,17.8,15.2,63.7,48.7,83.5,2026
914,An-Najah National University,Palestine,25887,27.0,0.12,"2 days, 15:37:00",36.9589999999999,24.7,13.0,66.9,26.0,63.9,2026
915,Open University of Catalonia,Spain,34578,96.6,0.06,"2 days, 9:43:00",36.9544999999999,18.5,20.5,68.3,32.8,50.0,2026
916,University of Salamanca,Spain,25749,14.6,0.16,"2 days, 13:39:00",36.9534999999999,32.0,24.8,47.9,46.6,54.5,2026
917,Ozyegin University,Turkey,6166,24.1,0.12,"1 day, 23:53:00",36.9209999999999,20.6,30.7,47.8,80.9,58.2,2026
918,Abdullah GÃ¼l University,Turkey,2977,32.4,0.08,"2 days, 2:50:00",36.9179999999999,22.2,27.2,54.9,56.9,49.8,2026
919,Universidade Federal de SÃ£o Paulo (UNIFESP),Brazil,20218,11.8,0.01,"2 days, 12:40:00",36.9075,36.0,25.3,46.2,59.2,36.3,2026
920,Hanoi Medical University,Vietnam,13081,10.8,0.0,"2 days, 14:38:00",36.9055,32.0,11.9,62.2,44.8,47.5,2026
921,Bucharest University of Economic Studies,Romania,21819,15.8,0.04,"2 days, 12:40:00",36.8739999999999,19.2,11.9,81.5,23.1,31.8,2026
922,University of Nova Gorica,Slovenia,448,3.0,0.61,"2 days, 0:52:00",36.867,29.9,19.0,49.5,29.6,86.7,2026
923,Makerere University,Uganda,25506,19.3,0.04,"1 day, 19:57:00",36.856,21.5,26.6,54.2,32.8,69.7,2026
