university_name,country,year,ranking_source,rank,score
Islamic University of Technology,Bangladesh,2026,QS,1201-1400,-
Istanbul Aydin University,Türkiye,2026,QS,1201-1400,-
Ivan Franko National University of Lviv,Ukraine,2026,QS,1201-1400,-
Izmir Yüksek Teknoloji Enstitüsü (IYTE),Türkiye,2026,QS,1201-1400,-
Jahangirnagar University,Bangladesh,2026,QS,1201-1400,-
Jeju National University,Republic of Korea,2026,QS,1201-1400,-
Kagoshima University,Japan,2026,QS,1201-1400,-
Kazakh Ablai khan University of International Relations and World Languages,Kazakhstan,2026,QS,1201-1400,-
Kharkiv National University of Radio Electronics,Ukraine,2026,QS,1201-1400,-
King Mongkut's Institute of Technology Ladkrabang,Thailand,2026,QS,1201-1400,-
King Mongkut's University of Technology North Bangkok,Thailand,2026,QS,1201-1400,-
Kwame Nkrumah University of Science and Technology,Ghana,2026,QS,1201-1400,-
Kyoto Institute of Technology,Japan,2026,QS,1201-1400,-
Kyrgyz National University,Kyrgyzstan,2026,QS,1201-1400,-
Kyrgyz State Technical University named after I. Razzakov,Kyrgyzstan,2026,QS,1201-1400,-
Latvia University of Life Sciences and Technologies,Latvia,2026,QS,1201-1400,-
Marquette University,United States of America,2026,QS,1201-1400,-
Meiji University,Japan,2026,QS,1201-1400,-
Miami University,United States of America,2026,QS,1201-1400,-
Nagoya Institute of Technology (NIT),Japan,2026,QS,1201-1400,-
National Chin-Yi University of Technology,Taiwan,2026,QS,1201-1400,-
National Dong Hwa University,Taiwan,2026,QS,1201-1400,-
National Research University Moscow Power Engineering Institute (MPEI),Russian Federation,2026,QS,1201-1400,-
National Taiwan Ocean University,Taiwan,2026,QS,1201-1400,-
National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,2026,QS,1201-1400,-
New Mexico State University,United States of America,2026,QS,1201-1400,-
Novosibirsk State Technical University,Russian Federation,2026,QS,1201-1400,-
Odessa I.I.Mechnikov National University,Ukraine,2026,QS,1201-1400,-
"Osmania University, Hyderabad",India,2026,QS,1201-1400,-
Ozyegin University,Türkiye,2026,QS,1201-1400,-
Palestine Technical University - Kadoorie,Palestine,2026,QS,1201-1400,-
Pondicherry University,India,2026,QS,1201-1400,-
Pontificia Universidade Católica do Rio Grande do Sul,Brazil,2026,QS,1201-1400,-
Portland State University,United States of America,2026,QS,1201-1400,-
Pratt Institute,United States of America,2026,QS,1201-1400,-
Pukyong National University,Republic of Korea,2026,QS,1201-1400,-
"Queen Margaret University , Edinburgh",United Kingdom,2026,QS,1201-1400,-
Riphah International University,Pakistan,2026,QS,1201-1400,-
Saint-Petersburg Electrotechnical University LETI,Russian Federation,2026,QS,1201-1400,-
Saken Seifullin Kazakh Agrotechnical University,Kazakhstan,2026,QS,1201-1400,-
Samara National Research University (Samara University),Russian Federation,2026,QS,1201-1400,-
Sathyabama Institute of Science and Technology,India,2026,QS,1201-1400,-
Seattle University,United States of America,2026,QS,1201-1400,-
Selcuk University,Türkiye,2026,QS,1201-1400,-
Shanghai International Studies University,China (Mainland),2026,QS,1201-1400,-
Shanghai University of Finance and Economics,China (Mainland),2026,QS,1201-1400,-
Shinshu University,Japan,2026,QS,1201-1400,-
Shiv Nadar University,India,2026,QS,1201-1400,-
"Siksha ‘O’ Anusandhan (Deemed to be University), SOA",India,2026,QS,1201-1400,-
Slovak University of Agriculture in Nitra,Slovakia,2026,QS,1201-1400,-
Sookmyung Women's University,Republic of Korea,2026,QS,1201-1400,-
Suranaree University of Technology,Thailand,2026,QS,1201-1400,-
Taibah University,Saudi Arabia,2026,QS,1201-1400,-
Tamkang University,Taiwan,2026,QS,1201-1400,-
Tanta University,Egypt,2026,QS,1201-1400,-
Tashkent State Transport University,Uzbekistan,2026,QS,1201-1400,-
Technical University of Cluj-Napoca,Romania,2026,QS,1201-1400,-
Technical University of Liberec,Czechia,2026,QS,1201-1400,-
Technische Universität Kaiserslautern,Germany,2026,QS,1201-1400,-
Tecnológico de Costa Rica (TEC),Costa Rica,2026,QS,1201-1400,-
"The ""Gheorghe Asachi"" Technical University of Iasi",Romania,2026,QS,1201-1400,-
The Russian Presidential Academy of National Economy and Public Administration,Russian Federation,2026,QS,1201-1400,-
The University of Northampton,United Kingdom,2026,QS,1201-1400,-
"The University of Notre Dame, Australia",Australia,2026,QS,1201-1400,-
Tishk International University,Iraq,2026,QS,1201-1400,-
Tokai University,Japan,2026,QS,1201-1400,-
Tokushima University,Japan,2026,QS,1201-1400,-
Tomas Bata University in Zlin,Czechia,2026,QS,1201-1400,-
Transilvania University of Brasov,Romania,2026,QS,1201-1400,-
Tunghai University,Taiwan,2026,QS,1201-1400,-
UCAM Universidad Católica San Antonio de Murcia,Spain,2026,QS,1201-1400,-
Universidad Autónoma Chapingo,Mexico,2026,QS,1201-1400,-
Universidad Autónoma de Guadalajara,Mexico,2026,QS,1201-1400,-
Universidad Autónoma de Nuevo León (UANL),Mexico,2026,QS,1201-1400,-
Universidad Autónoma del Estado de Hidalgo,Mexico,2026,QS,1201-1400,-
Universidad Autónoma del Estado de México,Mexico,2026,QS,1201-1400,-
Universidad Católica del Norte,Chile,2026,QS,1201-1400,-
Universidad Central Marta Abreu de Las Villas,Cuba,2026,QS,1201-1400,-
Universidad Cientifica del Sur,Peru,2026,QS,1201-1400,-
Universidad de la Frontera (UFRO),Chile,2026,QS,1201-1400,-
Universidad de Las Américas (UDLA) Ecuador,Ecuador,2026,QS,1201-1400,-
Universidad de Lima,Peru,2026,QS,1201-1400,-
Universidad de los Andes Mérida,Venezuela (Bolivarian Republic of),2026,QS,1201-1400,-
Universidad de Monterrey,Mexico,2026,QS,1201-1400,-
Universidad de Valparaíso,Chile,2026,QS,1201-1400,-
Universidad del Desarrollo,Chile,2026,QS,1201-1400,-
Universidad del Norte,Colombia,2026,QS,1201-1400,-
Universidad del Valle de Guatemala (UVG),Guatemala,2026,QS,1201-1400,-
Universidad Industrial de Santander,Colombia,2026,QS,1201-1400,-
Universidad Jesuita de Guadalajara - ITESO,Mexico,2026,QS,1201-1400,-
Universidad Nacional Costa Rica,Costa Rica,2026,QS,1201-1400,-
Universidad Nacional de Asunción,Paraguay,2026,QS,1201-1400,-
Universidad Nacional de Cuyo,Argentina,2026,QS,1201-1400,-
Universidad Nacional de Ingeniería Peru,Peru,2026,QS,1201-1400,-
Universidad Nacional de San Luis,Argentina,2026,QS,1201-1400,-
Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,2026,QS,1201-1400,-
Universidad Nacional del Litoral,Argentina,2026,QS,1201-1400,-
Universidad Peruana de Ciencias Aplicadas (UPC),Peru,2026,QS,1201-1400,-
Universidad Tecnológica de Panamá (UTP),Panama,2026,QS,1201-1400,-
Universidad Tecnológica Nacional (UTN),Argentina,2026,QS,1201-1400,-
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,2026,QS,1201-1400,-
Universidade Federal da Bahia,Brazil,2026,QS,1201-1400,-
Universidade Federal de Pernambuco (UFPE),Brazil,2026,QS,1201-1400,-
Universidade Federal de Santa Maria,Brazil,2026,QS,1201-1400,-
Universidade Federal de Viçosa,Brazil,2026,QS,1201-1400,-
Universidade Federal do Ceará (UFC),Brazil,2026,QS,1201-1400,-
Universidade Federal Fluminense,Brazil,2026,QS,1201-1400,-
Universidade Presbiteriana Mackenzie,Brazil,2026,QS,1201-1400,-
Universita' degli Studi di Urbino Carlo Bo,Italy,2026,QS,1201-1400,-
Universitas Muhammadiyah Yogyakarta (UMY),Indonesia,2026,QS,1201-1400,-
Universitas Negeri Yogyakarta,Indonesia,2026,QS,1201-1400,-
Universitas Pendidikan Indonesia,Indonesia,2026,QS,1201-1400,-
Universitas Trisakti,Indonesia,2026,QS,1201-1400,-
Universität Siegen,Germany,2026,QS,1201-1400,-
Université de Caen Normandie,France,2026,QS,1201-1400,-
Université de Limoges,France,2026,QS,1201-1400,-
Université de Poitiers,France,2026,QS,1201-1400,-
Université de Sousse,Tunisia,2026,QS,1201-1400,-
Université de Tunis,Tunisia,2026,QS,1201-1400,-
Université Ibn Tofail,Morocco,2026,QS,1201-1400,-
Université Jean Moulin Lyon 3,France,2026,QS,1201-1400,-
Université Mohammed V de Rabat,Morocco,2026,QS,1201-1400,-
Université Paris-Nanterre,France,2026,QS,1201-1400,-
Université Paul-Valéry Montpellier 3,France,2026,QS,1201-1400,-
Universiti Kuala Lumpur (UniKL),Malaysia,2026,QS,1201-1400,-
Universiti Malaysia Kelantan,Malaysia,2026,QS,1201-1400,-
Universiti Teknikal Malaysia Melaka (UTeM),Malaysia,2026,QS,1201-1400,-
University of Babylon,Iraq,2026,QS,1201-1400,-
University of Basrah,Iraq,2026,QS,1201-1400,-
University of Derby,United Kingdom,2026,QS,1201-1400,-
University of International Business and Economics,China (Mainland),2026,QS,1201-1400,-
University of Kerbala,Iraq,2026,QS,1201-1400,-
University of Khartoum,Sudan,2026,QS,1201-1400,-
University of Kufa,Iraq,2026,QS,1201-1400,-
"University of Management and Technology (UMT), Pakistan",Pakistan,2026,QS,1201-1400,-
University of Memphis,United States of America,2026,QS,1201-1400,-
University of Miskolc,Hungary,2026,QS,1201-1400,-
University of Mosul,Iraq,2026,QS,1201-1400,-
University of North Carolina at Greensboro,United States of America,2026,QS,1201-1400,-
University of Novi Sad,Serbia,2026,QS,1201-1400,-
University of Ostrava,Czechia,2026,QS,1201-1400,-
University of Pannonia,Hungary,2026,QS,1201-1400,-
University of Pardubice,Czechia,2026,QS,1201-1400,-
University of Peradeniya,Sri Lanka,2026,QS,1201-1400,-
University of Petra,Jordan,2026,QS,1201-1400,-
University of Primorska,Slovenia,2026,QS,1201-1400,-
University of Rajshahi,Bangladesh,2026,QS,1201-1400,-
University of Rijeka,Croatia,2026,QS,1201-1400,-
University of San Diego,United States of America,2026,QS,1201-1400,-
University of San Francisco,United States of America,2026,QS,1201-1400,-
University of Sarajevo,Bosnia and Herzegovina,2026,QS,1201-1400,-
University of Silesia in Katowice,Poland,2026,QS,1201-1400,-
University of South Alabama (USA),United States of America,2026,QS,1201-1400,-
University of Split,Croatia,2026,QS,1201-1400,-
University of Texas El Paso,United States of America,2026,QS,1201-1400,-
University of Tyumen,Russian Federation,2026,QS,1201-1400,-
University of Wisconsin Milwaukee,United States of America,2026,QS,1201-1400,-
University POLITEHNICA of Bucharest,Romania,2026,QS,1201-1400,-
University Toulouse – Jean Jaurès,France,2026,QS,1201-1400,-
West University of Timisoara,Romania,2026,QS,1201-1400,-
Western Michigan University,United States of America,2026,QS,1201-1400,-
Yessenov University,Kazakhstan,2026,QS,1201-1400,-
Zagazig University,Egypt,2026,QS,1201-1400,-
Zarqa University,Jordan,2026,QS,1201-1400,-
Akdeniz Üniversitesi,Türkiye,2026,QS,1401,-
American International University-Bangladesh (AIUB),Bangladesh,2026,QS,1401,-
Anadolu University,Türkiye,2026,QS,1401,-
Aoyama Gakuin University,Japan,2026,QS,1401,-
Aswan University,Egypt,2026,QS,1401,-
Atma Jaya Catholic University Indonesia,Indonesia,2026,QS,1401,-
Belarusian State University of Informatics and Radioelectronics,Belarus,2026,QS,1401,-
Belgorod State University,Russian Federation,2026,QS,1401,-
Benha University,Egypt,2026,QS,1401,-
Central Michigan University,United States of America,2026,QS,1401,-
Chaoyang University of Technology,Taiwan,2026,QS,1401,-
Chittagong University of Engineering and Technology,Bangladesh,2026,QS,1401,-
"CHRIST (Deemed to be University), Bengaluru",India,2026,QS,1401,-
Cleveland State University,United States of America,2026,QS,1401,-
East West University,Bangladesh,2026,QS,1401,-
Escuela Politécnica Nacional,Ecuador,2026,QS,1401,-
Harper Adams University,United Kingdom,2026,QS,1401,-
Herzen State Pedagogical University of Russia,Russian Federation,2026,QS,1401,-
Hongik University,Republic of Korea,2026,QS,1401,-
Hue University,Viet Nam,2026,QS,1401,-
"Independent University,Bangladesh",Bangladesh,2026,QS,1401,-
Indian Institute of Information Technology - Allahabad,India,2026,QS,1401,-
Islamic University of Indonesia (Universitas Islam Indonesia),Indonesia,2026,QS,1401,-
Istanbul Bilgi Üniversitesi,Türkiye,2026,QS,1401,-
Jadara University,Jordan,2026,QS,1401,-
"Jamia Hamdard, New Delhi",India,2026,QS,1401,-
Kazan National Research Technological University,Russian Federation,2026,QS,1401,-
Khulna University,Bangladesh,2026,QS,1401,-
Khulna University of Engineering and Technology,Bangladesh,2026,QS,1401,-
Kindai University (previously Kinki University),Japan,2026,QS,1401,-
Lublin University of Technology,Poland,2026,QS,1401,-
M. Kozybayev North Kazakhstan University,Kazakhstan,2026,QS,1401,-
Mahasarakham University,Thailand,2026,QS,1401,-
Manav Rachna International Institute of Research and Studies (MRIIRS),India,2026,QS,1401,-
Mapua University,Philippines,2026,QS,1401,-
Mendeleev University of Chemical Technology of Russia,Russian Federation,2026,QS,1401,-
Naresuan University,Thailand,2026,QS,1401,-
National Taipei University,Taiwan,2026,QS,1401,-
Nile University,Egypt,2026,QS,1401,-
Pavlodar State University named after Toraighyrov,Kazakhstan,2026,QS,1401,-
Perm State University,Russian Federation,2026,QS,1401,-
Petra Christian University,Indonesia,2026,QS,1401,-
Pontificia Universidad Catolica Madre y Maestra (PUCMM),Dominican Republic,2026,QS,1401,-
Rajshahi University of Engineering and Technology,Bangladesh,2026,QS,1401,-
Rikkyo University,Japan,2026,QS,1401,-
Sakarya University,Türkiye,2026,QS,1401,-
San Francisco State University,United States of America,2026,QS,1401,-
"Shakarim University of the City of Semey, Kazakhstan",Kazakhstan,2026,QS,1401,-
Shanghai Normal University,China (Mainland),2026,QS,1401,-
Silpakorn University,Thailand,2026,QS,1401,-
Soka University,Japan,2026,QS,1401,-
Soongsil University,Republic of Korea,2026,QS,1401,-
State University Malang (Universitas Negeri Malang),Indonesia,2026,QS,1401,-
Stefan cel Mare University of Suceava,Romania,2026,QS,1401,-
Suez Canal University,Egypt,2026,QS,1401,-
Tashkent University of Information Technologies,Uzbekistan,2026,QS,1401,-
"The Islamia University of Bahawalpur,Pakistan",Pakistan,2026,QS,1401,-
Tongmyong University,Republic of Korea,2026,QS,1401,-
Universidad Autónoma de Baja California,Mexico,2026,QS,1401,-
Universidad Autónoma de Chile,Chile,2026,QS,1401,-
Universidad Católica de Temuco,Chile,2026,QS,1401,-
Universidad de Cuenca,Ecuador,2026,QS,1401,-
Universidad de Guanajuato,Mexico,2026,QS,1401,-
Universidad de Panama,Panama,2026,QS,1401,-
Universidad de Piura,Peru,2026,QS,1401,-
Universidad de Tarapaca,Chile,2026,QS,1401,-
Universidad del Bio-Bio,Chile,2026,QS,1401,-
Universidad del Zulia,Venezuela (Bolivarian Republic of),2026,QS,1401,-
Universidad La Salle (ULSA),Mexico,2026,QS,1401,-
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,2026,QS,1401,-
Universidad Metropolitana,Venezuela (Bolivarian Republic of),2026,QS,1401,-
Universidad Nacional Agraria la Molina,Peru,2026,QS,1401,-
Universidad Nacional de San Martín (UNSAM),Argentina,2026,QS,1401,-
Universidad Nacional del Sur,Argentina,2026,QS,1401,-
Universidad Tecnológica Centroamericana (UNITEC) - Honduras,Honduras,2026,QS,1401,-
Universidade Federal de Uberlândia,Brazil,2026,QS,1401,-
Universidade Federal do Rio Grande Do Norte,Brazil,2026,QS,1401,-
Università degli studi di Bergamo,Italy,2026,QS,1401,-
Universitas Andalas,Indonesia,2026,QS,1401,-
Universitas Negeri Padang,Indonesia,2026,QS,1401,-
Universitas Syiah Kuala,Indonesia,2026,QS,1401,-
Universiti Sultan Zainal Abidin,Malaysia,2026,QS,1401,-
University of Da Nang,Viet Nam,2026,QS,1401,-
University of Hawaii at Hilo,United States of America,2026,QS,1401,-
University of Missouri Saint Louis,United States of America,2026,QS,1401,-
University of Moratuwa,Sri Lanka,2026,QS,1401,-
University of Oradea,Romania,2026,QS,1401,-
University of Sri Jayewardenepura,Sri Lanka,2026,QS,1401,-
University of the Pacific,United States of America,2026,QS,1401,-
University of Tripoli,Libya,2026,QS,1401,-
University of West Bohemia,Czechia,2026,QS,1401,-
Voronezh State University,Russian Federation,2026,QS,1401,-
Walailak University,Thailand,2026,QS,1401,-
Yamaguchi University,Japan,2026,QS,1401,-
Youngsan University,Republic of Korea,2026,QS,1401,-
University of Oxford,United Kingdom,2026,THE,1,98.21
Massachusetts Institute of Technology,United States,2026,THE,2,97.6734999999999
Princeton University,United States,2026,THE,3,97.211
University of Cambridge,United Kingdom,2026,THE,4,97.2064999999999
Stanford University,United States,2026,THE,5,97.151
Harvard University,United States,2026,THE,6,97.051
California Institute of Technology,United States,2026,THE,7,96.3164999999999
Imperial College London,United Kingdom,2026,THE,8,94.689
"University of California, Berkeley",United States,2026,THE,9,94.406
Yale University,United States,2026,THE,10,94.081
ETH Zurich,Switzerland,2026,THE,11,93.1259999999999
Tsinghua University,China,2026,THE,12,93.0304999999999
Peking University,China,2026,THE,13,92.2815
